name,link,course,courseLink,description
Probability distributions & expected value,/math/probability/xa88397b6:probability-distributions-expected-value,High school statistics,https://en.khanacademy.org/math/probability,"A random variable is some outcome from a chance process, like how many heads will occur in a series of 20 flips, or how many seconds it took someone to read this sentence. Calculate probabilities and expected value of random variables, and look at ways to ransform and combine random variables."
Analyzing categorical data,/math/statistics-probability/analyzing-categorical-data,Statistics and probability,https://en.khanacademy.org/math/statistics-probability,"If you're grouping things by anything other than numerical values, you're grouping them by categories. By learning how to use tools such as bar graphs, Venn diagrams, and two-way tables, you'll expand your abilities to see patterns and relationships in categorical data. "
Displaying and comparing quantitative data,/math/statistics-probability/displaying-describing-data,Statistics and probability,https://en.khanacademy.org/math/statistics-probability,"Can you measure it with numbers? Then it's quantitative data! This unit covers some basic methods for graphing distributions of quantitative data like dot plots, histograms, and stem and leaf plots. We'll also explore how to use those displays to compare the features of different distributions."
Summarizing quantitative data,/math/statistics-probability/summarizing-quantitative-data,Statistics and probability,https://en.khanacademy.org/math/statistics-probability,"This unit covers common measures of center like mean and median. We'll also learn to measure spread or variability with standard deviation and interquartile range, and use these ideas to determine what data can be considered an outlier."
Modeling data distributions,/math/statistics-probability/modeling-distributions-of-data,Statistics and probability,https://en.khanacademy.org/math/statistics-probability,"This unit takes our understanding of distributions to the next level. We'll measure the position of data within a distribution using percentiles and z-scores, we'll learn what happens when we transform data, we'll study how to model distributions with density curves, and we'll look at one of the most important families of distributions called Normal distributions."
Exploring bivariate numerical data,/math/statistics-probability/describing-relationships-quantitative-data,Statistics and probability,https://en.khanacademy.org/math/statistics-probability,"Scatter plots are a handy tool that allow us examine how two sets of quantitative data are—or aren't—correlated with one another. Learn how to set up a scatter plot, and how to measure the degree of correlation between two data sets through the process of linear regression. "
Study design,/math/statistics-probability/designing-studies,Statistics and probability,https://en.khanacademy.org/math/statistics-probability,"Every good investigation begins with a good question! Learn how to form questions and gather data to explore those questions. You'll also learn about some investigative techniques, including sampling, survey methods, observational studies, and basic experimental design."
Probability,/math/statistics-probability/probability-library,Statistics and probability,https://en.khanacademy.org/math/statistics-probability,"Probability tells us how often some event will happen after many repeated trials. You've experienced probability when you've flipped a coin, rolled some dice, or looked at a weather forecast. Go deeper with your understanding of probability as you learn about theoretical, experimental, and compound probability, and investigate permutations, combinations, and more!"
"Counting, permutations, and combinations",/math/statistics-probability/counting-permutations-and-combinations,Statistics and probability,https://en.khanacademy.org/math/statistics-probability,"How many outfits can you make from the shirts, pants, and socks in your closet? Address this question and more as you explore methods for counting how many possible outcomes there are in various situations. Learn about factorial, permutations, and combinations, and look at how to use these ideas to find probabilities."
Random variables,/math/statistics-probability/random-variables-stats-library,Statistics and probability,https://en.khanacademy.org/math/statistics-probability,"Random variables can be any outcomes from some chance process, like how many heads will occur in a series of 20 flips of a coin. We calculate probabilities of random variables and calculate expected value for different types of random variables."
Sampling distributions,/math/statistics-probability/sampling-distributions-library,Statistics and probability,https://en.khanacademy.org/math/statistics-probability,"If I take a sample, I don't always get the same results. However, sampling distributions—ways to show every possible result if you're taking a sample—help us to identify the different results we can get from repeated sampling, which helps us understand and use repeated samples. Explore some examples of sampling distribution in this unit!"
Confidence intervals,/math/statistics-probability/confidence-intervals-one-sample,Statistics and probability,https://en.khanacademy.org/math/statistics-probability,"""The average lifespan of a fruit fly is between 1 day and 10 years"" is an example of a confidence interval, but it's not a very useful one. From scientific measures to election predictions, confidence intervals give us a range of plausible values for some unknown value based on results from a sample. Let's learn to make useful and reliable confidence intervals for means and proportions."
Significance tests (hypothesis testing),/math/statistics-probability/significance-tests-one-sample,Statistics and probability,https://en.khanacademy.org/math/statistics-probability,Significance tests give us a formal process for using sample data to evaluate the likelihood of some claim about a population value. Learn how to conduct significance tests and calculate p-values to see how likely a sample result is to occur by random chance. You'll also see how we use p-values to make conclusions about hypotheses.
Two-sample inference for the difference between groups,/math/statistics-probability/significance-tests-confidence-intervals-two-samples,Statistics and probability,https://en.khanacademy.org/math/statistics-probability,Learn how to apply what you know about confidence intervals and significance tests to situations that involve comparing two samples to see if there is a significant difference between the two populations.
Inference for categorical data (chi-square tests),/math/statistics-probability/inference-categorical-data-chi-square-tests,Statistics and probability,https://en.khanacademy.org/math/statistics-probability,"Chi-square tests are a family of significance tests that give us ways to test hypotheses about distributions of categorical data. This topic covers goodness-of-fit tests to see if sample data fits a hypothesized distribution, and tests for independence between two categorical variables."
Advanced regression (inference and transforming),/math/statistics-probability/advanced-regression-inference-transforming,Statistics and probability,https://en.khanacademy.org/math/statistics-probability,Go beyond linear as you explore the concept of advanced regression. Advanced regression will introduce you to regression methods when there's a non-linear pattern of correlation between data.
Analysis of variance (ANOVA),/math/statistics-probability/analysis-of-variance-anova-library,Statistics and probability,https://en.khanacademy.org/math/statistics-probability,"Analysis of variance, or ANOVA, is an approach to comparing data with multiple means across different groups, and allows us to see patterns and trends within complex and varied data. See three examples of ANOVA in action as you learn how it can be applied to more complex statistical analyses. "
Linear equations and inequalities,/math/college-algebra/xa5dd2923c88e7aa8:linear-equations-and-inequalities,College Algebra,https://en.khanacademy.org/math/college-algebra,"Linear equations and inequalities are the foundation of many advanced math topics, such as functions, systems, matrices, and calculus. Learn how to master them and unlock new possibilities for your future studies and careers in engineering, finance, computer science, and more."
Graphs and forms of linear equations,/math/college-algebra/xa5dd2923c88e7aa8:graphs-and-forms-of-linear-equations,College Algebra,https://en.khanacademy.org/math/college-algebra,"Part of the beauty of linear equations is that we can write them in different (but equivalent!) ways to highlight different features. Whether we want a particular point, an intercept, or the slope of the line to be most prominent, there's an equation form that shows it off."
Functions,/math/college-algebra/xa5dd2923c88e7aa8:functions,College Algebra,https://en.khanacademy.org/math/college-algebra,"A function is like a machine that takes an input and gives an output. Let's explore how we can graph, analyze, and create different types of functions."
Quadratics: Multiplying and factoring,/math/college-algebra/xa5dd2923c88e7aa8:quadratics-multiplying-and-factoring,College Algebra,https://en.khanacademy.org/math/college-algebra,"Let's dive into the world of binomials and quadratics. Exponents are the place value of algebraic expressions. We'll multiply and factor these algebraic expressions, and discover some special patterns that make certain problems a breeze."
Quadratic functions and equations,/math/college-algebra/xa5dd2923c88e7aa8:quadratic-functions-and-equations,College Algebra,https://en.khanacademy.org/math/college-algebra,"Want to know the path a soccer ball will take through the air? We need quadratic equations. Some equation-solving strategies, like taking the square root or factoring, work best with friendly numbers. Others, like completing the square, work with any kind of numbers. Which will you choose?"
Complex numbers,/math/college-algebra/xa5dd2923c88e7aa8:complex-numbers,College Algebra,https://en.khanacademy.org/math/college-algebra,"Humans expand our number system when we find new questions to answer. For finding distances in construction, we opened up to irrational numbers. For solutions for more quadratics, we unveiled complex numbers. The good news is, complex numbers follow most of the same patterns as the numbers that came before."
Exponents and radicals,/math/college-algebra/xa5dd2923c88e7aa8:exponents-and-radicals,College Algebra,https://en.khanacademy.org/math/college-algebra,"If we follow the patterns from our whole number exponents, we can discover how negative exponents will behave. Exponents wouldn't be complete without their (almost) inverse operation, taking roots. Finally, we'll use exponents to represent quantities that are changing proportionally to their size at any given time."
Rational expressions and equations,/math/college-algebra/xa5dd2923c88e7aa8:rational-expressions-and-equations,College Algebra,https://en.khanacademy.org/math/college-algebra,"Rational expressions bring together what we know from fractions with our polynomial skills. They arise in a variety of contexts involving rates, particularly when there are unknowns or changing values in the denominator. We'll model with basic rational expressions, then use the polynomial properties to extend our fraction operations."
Relating algebra and geometry,/math/college-algebra/xa5dd2923c88e7aa8:relating-algebra-and-geometry,College Algebra,https://en.khanacademy.org/math/college-algebra,"Let's explore how geometry and algebra intersect. Did you think the Pythagorean theorem was just for triangles? It shows up all over the place, like in the equation for a circle or in the distance between two points. We'll also learn how slope relates to parallel and perpendicular lines."
Polynomial arithmetic,/math/college-algebra/xa5dd2923c88e7aa8:polynomial-arithmetic,College Algebra,https://en.khanacademy.org/math/college-algebra,"We can add, subtract, multiply, and factor with polynomials like we do with numbers. The exponents show us the place value for the variables, so that we can add like to like. We'll find the average rate of change (closely related to slope) of polynomials, too."
Advanced function types,/math/college-algebra/xa5dd2923c88e7aa8:advanced-function-types,College Algebra,https://en.khanacademy.org/math/college-algebra,"Let's use the building blocks of simpler function types to explore functions that zig-zag or twist across the screen. Come explore the weird and wonderful world of absolute value graphs, piecewise functions, and inverses! Build chains of functions by composing them, feeding the output from one function into another!"
Transformations of functions,/math/college-algebra/xa5dd2923c88e7aa8:transformations-of-functions,College Algebra,https://en.khanacademy.org/math/college-algebra,"Once we know a handful of parent functions, we can transform those functions to build related functions. Geometry swoops in as we translate, reflect, and dilate the graphs, working back and forth between the geometric and algebraic forms."
Rational exponents and radicals,/math/college-algebra/xa5dd2923c88e7aa8:rational-exponents-and-radicals,College Algebra,https://en.khanacademy.org/math/college-algebra,"Did you know that square and cube roots are a kind of exponent? They're just so common, they get a special symbol. Now, we'll be able to use the exponent properties to simplify expressions whether they have exponent or radical symbols."
Logarithms,/math/college-algebra/xa5dd2923c88e7aa8:logarithms,College Algebra,https://en.khanacademy.org/math/college-algebra,"You've seen inverse operations like multiplication and division. Because powers are not commutative, it takes two operations to undo them. Radicals let us work backwards to get a base, but logarithms retrieve the exponent. The logarithmic properties may look new, but they're just the exponential properties in a new notation."
Limits and continuity,/math/ap-calculus-ab/ab-limits-new,AP®︎/College Calculus AB,https://en.khanacademy.org/math/ap-calculus-ab,"Limits describe the behavior of a function as we approach a certain input value, regardless of the function's actual value there. Continuity requires that the behavior of a function around a point matches the function's value at that point. These simple yet powerful ideas play a major role in all of calculus."
Differentiation: definition and basic derivative rules,/math/ap-calculus-ab/ab-differentiation-1-new,AP®︎/College Calculus AB,https://en.khanacademy.org/math/ap-calculus-ab,"The derivative of a function describes the function's instantaneous rate of change at a certain point - it gives us the slope of the line tangent to the function's graph at that point. See how we define the derivative using limits, and learn to find derivatives quickly with the very useful power, product, and quotient rules."
"Differentiation: composite, implicit, and inverse functions",/math/ap-calculus-ab/ab-differentiation-2-new,AP®︎/College Calculus AB,https://en.khanacademy.org/math/ap-calculus-ab,"The chain rule tells us how to find the derivative of a composite function. This is an exceptionally useful rule, as it opens up a whole world of functions (and equations!) we can now differentiate. Also learn how to use all the different derivative rules together in a thoughtful and strategic manner."
Contextual applications of differentiation,/math/ap-calculus-ab/ab-diff-contextual-applications-new,AP®︎/College Calculus AB,https://en.khanacademy.org/math/ap-calculus-ab,"Derivatives describe the rate of change of quantities. This comes in handy when solving various problems that are related to rates of change in applied, real-world, situations. You'll also learn how to apply derivatives to approximate function values and find limits using L’Hôpital’s rule."
Applying derivatives to analyze functions ,/math/ap-calculus-ab/ab-diff-analytical-applications-new,AP®︎/College Calculus AB,https://en.khanacademy.org/math/ap-calculus-ab,The first and the second derivative of a function give us all sorts of useful information about that function's behavior. The first derivative tells us where a function increases or decreases or has a maximum or minimum value; the second derivative tells us where a function is concave up or down and where it has inflection points.
Integration and accumulation of change,/math/ap-calculus-ab/ab-integration-new,AP®︎/College Calculus AB,https://en.khanacademy.org/math/ap-calculus-ab,"The definite integral is an important tool in calculus. It calculates the area under a curve, or the accumulation of a quantity over time. Riemann sums allow us to approximate integrals, while the fundamental theorem of calculus reveals how they connect to derivatives."
Differential equations,/math/ap-calculus-ab/ab-differential-equations-new,AP®︎/College Calculus AB,https://en.khanacademy.org/math/ap-calculus-ab,"Differential equations are equations that include both a function and its derivative (or higher-order derivatives). For example, y=y' is a differential equation. Learn how to find and represent solutions of basic differential equations."
Applications of integration,/math/ap-calculus-ab/ab-applications-of-integration-new,AP®︎/College Calculus AB,https://en.khanacademy.org/math/ap-calculus-ab,Definite integrals are all about the accumulation of quantities. Let's see how they are applied in order to solve various kinds of problems.
AP Calculus AB solved free response questions from past exams,/math/ap-calculus-ab/ab-solved-exams-new,AP®︎/College Calculus AB,https://en.khanacademy.org/math/ap-calculus-ab,Watch as Sal solves free response questions from past AP Calculus exams. This is a good preparation for your upcoming exam!
AP®︎ Calculus AB Standards mappings,/math/ap-calculus-ab/ap-calc-ab-standards-mappings,AP®︎/College Calculus AB,https://en.khanacademy.org/math/ap-calculus-ab,Dig into the world of AP®︎ Calculus AB and find out how our free course material aligns with the standards set by the College Board.
Limits and continuity,/math/ap-calculus-bc/bc-limits-new,AP®︎/College Calculus BC,https://en.khanacademy.org/math/ap-calculus-bc,"Limits describe the behavior of a function as we approach a certain input value, regardless of the function's actual value there. Continuity requires that the behavior of a function around a point matches the function's value at that point. These simple yet powerful ideas play a major role in all of calculus."
Differentiation: definition and basic derivative rules,/math/ap-calculus-bc/bc-differentiation-1-new,AP®︎/College Calculus BC,https://en.khanacademy.org/math/ap-calculus-bc,"The derivative of a function describes the function's instantaneous rate of change at a certain point - it gives us the slope of the line tangent to the function's graph at that point. See how we define the derivative using limits, and learn to find derivatives quickly with the very useful power, product, and quotient rules."
"Differentiation: composite, implicit, and inverse functions",/math/ap-calculus-bc/bc-differentiation-2-new,AP®︎/College Calculus BC,https://en.khanacademy.org/math/ap-calculus-bc,"The chain rule tells us how to find the derivative of a composite function. This is an exceptionally useful rule, as it opens up a whole world of functions (and equations!) we can now differentiate. Also learn how to use all the different derivative rules together in a thoughtful and strategic manner."
Contextual applications of differentiation,/math/ap-calculus-bc/bc-diff-contextual-applications-new,AP®︎/College Calculus BC,https://en.khanacademy.org/math/ap-calculus-bc,"Derivatives describe the rate of change of quantities. This comes in handy when solving various problems that are related to rates of change in applied, real-world, situations. You'll also learn how to apply derivatives to approximate function values and find limits using L’Hôpital’s rule."
Applying derivatives to analyze functions ,/math/ap-calculus-bc/bc-diff-analytical-applications-new,AP®︎/College Calculus BC,https://en.khanacademy.org/math/ap-calculus-bc,The first and the second derivative of a function give us all sorts of useful information about that function's behavior. The first derivative tells us where a function increases or decreases or has a maximum or minimum value; the second derivative tells us where a function is concave up or down and where it has inflection points.
Integration and accumulation of change,/math/ap-calculus-bc/bc-integration-new,AP®︎/College Calculus BC,https://en.khanacademy.org/math/ap-calculus-bc,"The definite integral is an important tool in calculus. It calculates the area under a curve, or the accumulation of a quantity over time. Riemann sums allow us to approximate integrals, while the fundamental theorem of calculus reveals how they connect to derivatives."
Differential equations,/math/ap-calculus-bc/bc-differential-equations-new,AP®︎/College Calculus BC,https://en.khanacademy.org/math/ap-calculus-bc,"Differential equations are equations that include both a function and its derivative (or higher-order derivatives). For example, y=y' is a differential equation. Learn how to find and represent solutions of basic differential equations."
Applications of integration,/math/ap-calculus-bc/bc-applications-of-integration-new,AP®︎/College Calculus BC,https://en.khanacademy.org/math/ap-calculus-bc,Definite integrals are all about the accumulation of quantities. Let's see how they are applied in order to solve various kinds of problems.
"Parametric equations, polar coordinates, and vector-valued functions",/math/ap-calculus-bc/bc-advanced-functions-new,AP®︎/College Calculus BC,https://en.khanacademy.org/math/ap-calculus-bc,"While we're often familiar with functions that output just one variable and are graphed with Cartesian coordinates, there are other possibilities! Vector-valued functions, for example, can output multiple variables. Polar functions, too, differ, using polar coordinates for graphing. We can still explore these functions with derivatives and integrals."
Infinite sequences and series,/math/ap-calculus-bc/bc-series-new,AP®︎/College Calculus BC,https://en.khanacademy.org/math/ap-calculus-bc,"Series are sums of multiple terms. Infinite series are sums of an infinite number of terms. Don't all infinite series grow to infinity? It turns out the answer is no. Some infinite series converge to a finite value. Learn how this is possible, how we can tell whether a series converges, and how we can explore convergence in Taylor and Maclaurin series."
AP Calculus BC solved exams,/math/ap-calculus-bc/bc-solved-exams-new,AP®︎/College Calculus BC,https://en.khanacademy.org/math/ap-calculus-bc,Watch as Sal solves free response questions from past AP Calculus exams. This is a good preparation for your upcoming exam!
AP®︎ Calculus BC Standards mappings,/math/ap-calculus-bc/ap-calc-bc-standards-mappings,AP®︎/College Calculus BC,https://en.khanacademy.org/math/ap-calculus-bc,Dig into the world of AP®︎ Calculus BC and find out how our free course material aligns with the standards set by the College Board.
Exploring categorical data,/math/ap-statistics/analyzing-categorical-ap,AP®︎/College Statistics,https://en.khanacademy.org/math/ap-statistics,"This unit covers methods for dealing with data that falls into categories. Learn how to use bar graphs, Venn diagrams, and two-way tables to see patterns and relationships in categorical data."
Exploring one-variable quantitative data: Displaying and describing,/math/ap-statistics/quantitative-data-ap,AP®︎/College Statistics,https://en.khanacademy.org/math/ap-statistics,"This unit covers some basic methods for graphing distributions of quantitative data like dot plots, histograms, and stem and leaf plots. We'll also explore how to use those displays to compare the features of different distributions."
Exploring one-variable quantitative data: Summary statistics,/math/ap-statistics/summarizing-quantitative-data-ap,AP®︎/College Statistics,https://en.khanacademy.org/math/ap-statistics,"This unit covers common measures of center like mean and median. We'll also learn to measure spread or variability with standard deviation and interquartile range, and use these ideas to determine what data can be considered an outlier."
"Exploring one-variable quantitative data: Percentiles, z-scores, and the normal distribution",/math/ap-statistics/density-curves-normal-distribution-ap,AP®︎/College Statistics,https://en.khanacademy.org/math/ap-statistics,"This unit takes our understanding of distributions to the next level. We'll measure the position of data within a distribution using percentiles and z-scores, we'll learn what happens when we transform data, we'll study how to model distributions with density curves, and we'll look at one of the most important families of distributions called Normal distributions."
Exploring two-variable quantitative data,/math/ap-statistics/bivariate-data-ap,AP®︎/College Statistics,https://en.khanacademy.org/math/ap-statistics,"We use scatter plots to explore the relationship between two quantitative variables, and we use regression to model the relationship and make predictions. This unit explores linear regression and how to assess the strength of linear models."
Collecting data,/math/ap-statistics/gathering-data-ap,AP®︎/College Statistics,https://en.khanacademy.org/math/ap-statistics,"Statistics is all about forming questions and gathering data to explore those questions. This unit connects these questions to aspects of research design, including sampling and survey methods, observational studies, and basic experiment design."
Probability,/math/ap-statistics/probability-ap,AP®︎/College Statistics,https://en.khanacademy.org/math/ap-statistics,"If you're curious about the mathematical ins and outs of probability, you've come to the right unit! Here, we'll take a deep dive into the many ways we can calculate the likelihood of different outcomes. From using simulations to the addition and multiplication rules, we'll build a solid foundation that will help us tackle statistical questions down the line."
Random variables and probability distributions,/math/ap-statistics/random-variables-ap,AP®︎/College Statistics,https://en.khanacademy.org/math/ap-statistics,"A random variable is some outcome from a chance process, like how many heads will occur in a series of 20 flips, or how many seconds it took someone to read this sentence. Calculate probabilities and expected value of random variables, and look at ways to ransform and combine random variables."
Sampling distributions,/math/ap-statistics/sampling-distribution-ap,AP®︎/College Statistics,https://en.khanacademy.org/math/ap-statistics,A sampling distribution shows every possible result a statistic can take in every possible sample from a population and how often each result happens - and can help us use samples to make predictions about the chance tht something will occur. This unit covers how sample proportions and sample means behave in repeated samples.
Inference for categorical data: Proportions,/math/ap-statistics/xfb5d8e68:inference-categorical-proportions,AP®︎/College Statistics,https://en.khanacademy.org/math/ap-statistics,"How many people do you have to poll to have a 90% confidence in the outcome of an upcoming election? This unit, which covers confidence intervals and significance tests for proportions of populations, will show you how to do just that."
Inference for quantitative data: Means,/math/ap-statistics/xfb5d8e68:inference-quantitative-means,AP®︎/College Statistics,https://en.khanacademy.org/math/ap-statistics,"From quality control to predicting the amount of snowfall that will result from an upcoming blizzard, this unit will give you the tools to calculate an inference from a population mean to make predictions about quantitative outcomes. "
Inference for categorical data: Chi-square,/math/ap-statistics/chi-square-tests,AP®︎/College Statistics,https://en.khanacademy.org/math/ap-statistics,"Learn to test how well sample counts of a categorical variable fit some hypothesized distribution, or, if the distribution of a categorical variable is similar or not across multiple groups."
Inference for quantitative data: slopes,/math/ap-statistics/inference-slope-linear-regression,AP®︎/College Statistics,https://en.khanacademy.org/math/ap-statistics,Learn how to perform inference on slope in least-squares regression. We'll make confidence intervals and do significance tests to see if a linear relationship in a sample suggests a relationship exists in the corresponding population.
Prepare for the 2022 AP®︎ Statistics Exam,/math/ap-statistics/xfb5d8e68:prepare-for-the-2022-ap-statistics-exam,AP®︎/College Statistics,https://en.khanacademy.org/math/ap-statistics,"Check out some examples of worked free-response items from previous exams, and practice choosing an appropriate inference procedure given a scenario."
Thinking about multivariable functions,/math/multivariable-calculus/thinking-about-multivariable-function,Multivariable calculus,https://en.khanacademy.org/math/multivariable-calculus,"The only thing separating multivariable calculus from ordinary calculus is this newfangled word ""multivariable"". It means we'll deal with functions whose inputs or outputs live in two or more dimensions. Here, we lay the foundations for thinking about and visualizing multivariable functions."
Derivatives of multivariable functions,/math/multivariable-calculus/multivariable-derivatives,Multivariable calculus,https://en.khanacademy.org/math/multivariable-calculus,"What does it mean to take the derivative of a function whose input lives in multiple dimensions? What about when its output is a vector? Here we go over many different ways to  extend the idea of a derivative to higher dimensions, including partial derivatives​, directional derivatives, the gradient, vector derivatives, divergence, curl, and more!"
Applications of multivariable derivatives,/math/multivariable-calculus/applications-of-multivariable-derivatives,Multivariable calculus,https://en.khanacademy.org/math/multivariable-calculus,"The tools of partial derivatives, like the gradient and other concepts, can be used to optimize and approximate multivariable functions. These are very useful in the real world—this is one of the main reasons why people study multivariable calculus!"
Integrating multivariable functions,/math/multivariable-calculus/integrating-multivariable-functions,Multivariable calculus,https://en.khanacademy.org/math/multivariable-calculus,"There are many ways to extend the idea of integration to multiple dimensions: some examples include Line integrals, double integrals, triple integrals, and surface integrals. Each one lets you add infinitely many infinitely small values, where those values might come from points on a curve, points in an area, or points on a surface. These are all very powerful tools, relevant to almost all real-world applications of calculus, especially in physics."
"Green's, Stokes', and the divergence theorems",/math/multivariable-calculus/greens-theorem-and-stokes-theorem,Multivariable calculus,https://en.khanacademy.org/math/multivariable-calculus,"Here we cover four different ways to extend the fundamental theorem of calculus to multiple dimensions. Green's theorem and the 2D divergence theorem do this for two dimensions, then we crank it up to three dimensions with Stokes' theorem and the (3D) divergence theorem."
First order differential equations,/math/differential-equations/first-order-differential-equations,Differential equations,https://en.khanacademy.org/math/differential-equations,"Differential equations relate a function to its derivative. That means the solution set is one or more functions, not a value or set of values. Lots of phenomena change based on their current value, including population sizes, the balance remaining on a loan, and the temperature of a cooling object."
Second order linear equations,/math/differential-equations/second-order-differential-equations,Differential equations,https://en.khanacademy.org/math/differential-equations,"In second order linear equations, the equations include second derivatives. They are useful for modeling the movement of bridges, the transfer of heat, and even the behavior of subatomic particles. From understanding the basics to tackling complex roots and the method of undetermined coefficients, come master these versatile equations."
Laplace transform,/math/differential-equations/laplace-transform,Differential equations,https://en.khanacademy.org/math/differential-equations,"The Laplace transform is a mathematical technique that changes a function of time into a function in the frequency domain. If we transform both sides of a differential equation, the resulting equation is often something we can solve with algebraic methods."
Vectors and spaces,/math/linear-algebra/vectors-and-spaces,Linear algebra,https://en.khanacademy.org/math/linear-algebra,"Vectors are used to represent many things around us: from forces like gravity, acceleration, friction, stress and strain on structures, to computer graphics used in almost all modern-day movies and video games. Vectors are an important concept, not just in math, but in physics, engineering, and computer graphics, so you're likely to see them again in other subjects."
Matrix transformations,/math/linear-algebra/matrix-transformations,Linear algebra,https://en.khanacademy.org/math/linear-algebra,"Matrices can be used to perform a wide variety of transformations on data, which makes them powerful tools in many real-world applications. For example, matrices are often used in computer graphics to rotate, scale, and translate images and vectors. They can also be used to solve equations that have multiple unknown variables (x, y, z, and more) and they do it very efficiently!
"
Alternate coordinate systems (bases),/math/linear-algebra/alternate-bases,Linear algebra,https://en.khanacademy.org/math/linear-algebra,What happens when we have multiple transformations that cannot be easily perfomed on a coordinate system? We get creative! By changing the coordinate systems to different bases we can turn overly-complicated transformations into much easier tasks.
Get ready for addition and subtraction,/math/get-ready-for-3rd-grade/x3c950fa744f5f34c:get-ready-for-addition-and-subtraction,Get ready for 3rd grade,https://en.khanacademy.org/math/get-ready-for-3rd-grade,"Let's build a solid foundation of place value, adding, and subtracting smaller numbers so that we'll be ready for adding and subtracting larger numbers in third grade. This unit will expand your addition and subtraction skills by working with numbers up to 1000 and using various visual tools to help you solve."
Get ready for multiplication and division,/math/get-ready-for-3rd-grade/x3c950fa744f5f34c:get-ready-for-multiplication-and-division,Get ready for 3rd grade,https://en.khanacademy.org/math/get-ready-for-3rd-grade,
Get ready for fractions,/math/get-ready-for-3rd-grade/x3c950fa744f5f34c:get-ready-for-fractions,Get ready for 3rd grade,https://en.khanacademy.org/math/get-ready-for-3rd-grade,"Let's build a solid foundation of equal parts so that we'll be ready for fractions in third grade. From circles to rectangles, this unit will make you a whiz at identifying fractional parts."
Get ready for patterns and problem solving,/math/get-ready-for-3rd-grade/x3c950fa744f5f34c:get-ready-for-patterns-and-problem-solving,Get ready for 3rd grade,https://en.khanacademy.org/math/get-ready-for-3rd-grade,"Let's build a solid foundation of addition and subtraction word problems so that we'll be ready for patterns and problem solving in third grade. In this unit, you will tackle word problems from every angle—adding, subtracting, number lines, and even 2-step word problems!"
Get ready for area and perimeter,/math/get-ready-for-3rd-grade/x3c950fa744f5f34c:get-ready-for-area-and-perimeter,Get ready for 3rd grade,https://en.khanacademy.org/math/get-ready-for-3rd-grade,"Let's build a solid foundation of measurement and length so that we will be ready for area and perimeter in third grade. From identifying units of length in centimeter, meters, inches and feet, to measuring items in those length, we will cover it all. "
Get ready for telling time,/math/get-ready-for-3rd-grade/x3c950fa744f5f34c:get-ready-for-time,Get ready for 3rd grade,https://en.khanacademy.org/math/get-ready-for-3rd-grade,"Let's build a solid foundation of the clock so that we can tell time in third grade. We will start by learning to tell time on the number line, and then switch gears and tell time on the clock. From telling time to the nearest half hour to the nearest 5 mins, this unit will prepare you for telling time to the nearest minute."
Get ready for data,/math/get-ready-for-3rd-grade/x3c950fa744f5f34c:get-ready-for-data,Get ready for 3rd grade,https://en.khanacademy.org/math/get-ready-for-3rd-grade,"Let's build a solid foundation of data so we can represent and interpret data in third grade. We will make bar graphs, picture graphs, and line plots and then take that knowledge and apply it to word problems. "
Get ready for place value,/math/get-ready-for-4th-grade/xe731db3f95b84f06:get-ready-for-place-value,Get ready for 4th grade,https://en.khanacademy.org/math/get-ready-for-4th-grade,"Let's build a solid foundation of place value so we will be ready for writing numbers in different forms in fourth grade. We will work on identifying numbers within 1,000 and regrouping those whole numbers. All of this will get us ready for comparing, regrouping, and writing even largers numbers in fourth grade!"
"Get ready for addition, subtraction, and estimation",/math/get-ready-for-4th-grade/xe731db3f95b84f06:get-ready-for-addition-subtraction-and-estimation,Get ready for 4th grade,https://en.khanacademy.org/math/get-ready-for-4th-grade,"Let's build a solid foundation of numbers so we will be ready for addition, subtraction and estimation in fourth grade. We will round numbers, discover strategies for addition and subtraction, and practice those skills so we can accelerate our skills in fourth grade."
Get ready for multiplication,/math/get-ready-for-4th-grade/xe731db3f95b84f06:get-ready-for-multiplication,Get ready for 4th grade,https://en.khanacademy.org/math/get-ready-for-4th-grade,"Let's build a solid foundation of multiplication so we will be ready to multipy 1 and 2-digit numbers in fourth grade! In this unit, we will practice using equal groups, number lines, groups of objects, and array to multipy. To wrap things up, we will use the associative property, distributive property, and commutitive property to better understand multiplication."
Get ready for division,/math/get-ready-for-4th-grade/xe731db3f95b84f06:get-ready-for-division,Get ready for 4th grade,https://en.khanacademy.org/math/get-ready-for-4th-grade,"Let's build a solid foundation of dividing within 100 so we can divide within 1,000 in fourth grade! Groups of objects, arrays, and visuals will helps us understand division so we can apply those skills to multi-digit division and other fourth grade strategies."
Get ready for fractions,/math/get-ready-for-4th-grade/xe731db3f95b84f06:get-ready-for-fractions,Get ready for 4th grade,https://en.khanacademy.org/math/get-ready-for-4th-grade,"Let's build a solid foundation of equal parts so that we'll be ready for fractions in third grade. From circles to rectangles, this unit will make you a whiz at identifying fractional parts."
Get ready for plane figures ,/math/get-ready-for-4th-grade/xe731db3f95b84f06:get-ready-for-plane-figures,Get ready for 4th grade,https://en.khanacademy.org/math/get-ready-for-4th-grade,"In this unit, you'll get to dive into the fascinating world of quadrilaterals! You'll learn how to spot them, figure out what makes them unique, and even sort them into different categories. Whether you're a geometry whiz or just starting out, this unit is sure to be a fun and engaging adventure"
