nombre,numero,descripcion,url,idioma,topico
¿Cómo hacer las videollamadas de Zoom más seguras?,31,Aprende a configurar las opciones de seguridad durante una videollamada en Zoom.,https://edu.gcfglobal.org//es/como-usar-zoom/,Espanol,como-usar-zoom
Test Cómo usar Zoom,32,Realiza este test fácil y rápido para descubrir qué tanto sabes sobre Zoom.,https://edu.gcfglobal.org//es/como-usar-zoom/,Espanol,como-usar-zoom
¿Qué es Skype?,1,En esta página verás qué es Skype y cuáles son las ventajas de usar un programa como este.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
¿Qué necesitas para usar Skype?,2,En esta página encontrarás cuáles son los elementos que necesitas para que aproveches todos los beneficios que te ofrece Skype.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
Cómo crear una cuenta,3,En esta página encontrarás los pasos para crear una cuenta gratis en Skype.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
¿Cómo recuperar la contraseña?,4,En esta página encontrarás los pasos que debes seguir para recuperar o  cambiar la contraseña de Skype.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
Cómo descargar e instalar Skype,5,En esta página encontrarás los pasos que debes seguir para descargar Skype gratis en tu equipo.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
Como iniciar sesión en Skype,6,En esta página verás los pasos que debes seguir para iniciar sesión en Skype.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
¿Cómo configurar el sonido?,7,En esta página encontrarás los pasos que necesitas para configurar el sonido en Skype.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
Configurar la cámara,8,En esta página vas a encontrar los pasos que debes seguir para Configurar la cámara en Skype.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
Define la foto de perfil,9,En esta página encontrarás los pasos para seleccionar la foto o imagen que deseas poner a tu perfil.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
¿Cómo agregar un contacto?,10,En esta página conocerás el procedimiento que debes realizar cuando deseas buscar y agregar un contacto en Skype.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
¿Cómo hacer una llamada en Skype?,11,En esta página encontrarás el procedimiento que debes realizar para hacer llamadas gratis a otras personas que tengan Skype.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
¿Cómo hacer llamadas grupales?,12,En esta página te mostraremos el procedimiento que debes realizar para hacer llamadas  grupales en Skype.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
Mensajería instantánea o chat,13,En esta página vas a encontrar los pasos que necesitas saber para hablar por medio de mesajería instantánea o chatear en Skype.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
¿Cómo llamar a teléfonos fijos y móviles en Skype?,14,En esta página encontrarás los pasos necesarios para poder realizar llamar a teléfonos fijos o llamar a teléfonos móviles desde Skype.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
Skype seguro,15,Una de las dudas más comunes respecto a las aplicaciones de comunicación y servicios de mensajería es respecto a su seguridad. En este video hablaremos sobre los estándares y características entorno a la seguridad que ofrece Skype a sus usuarios.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
Configuración de privacidad,16,En esta página vas a encoentrar las opciones de privacidad y seguridad que puedes configurar desde Skype.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
Consejos de seguridad en Skype,17,En esta página encontrarás algunas recomendaciones que debes tener en cuenta a la hora de usar Skype.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
Modo de conversación privada en Skype,18,"Si deseas aumentar la seguridad en tus conversaciones de Skype puedes implementar el ""Modo de conversación privada"". Conoce aquí cómo lograrlo.​",https://edu.gcfglobal.org//es/skype/,Espanol,skype
Configuración de privacidad en móviles,19,Es importante mantener la seguridad de tu cuenta de Skype tanto en tu computador como en tu dispositivo móvil. En este video aprenderás a lograrlo de manera rápida y sencilla.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
Autenticación 2 pasos en Skype,20,Conoce cómo funciona la autenticación de dos factores en Skype y aprende a activarla en tu cuenta.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
¿Cómo hacer video llamadas?,21,En esta página podrás conocer los pasos que debes seguir para realizar  video llamadas o video conferencias por Skype.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
¿Cómo hacer video llamadas grupales?,22,En esta página podrás conocer los pasos que debes seguir para hacer video llamadas grupales.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
Reuniones en Skype,23,Aprende a ingresar a una reunión o videollamada de Skype sin tener cuenta microsoft o de la misma aplicación.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
¿Cómo compartir pantalla?,24,En esta páginas va  a encontrar los pasos que necesitas saber para compartir pantalla con otra persona.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
Test Skype ,25,Realiza este test de Skype para saber qué tanto aprendiste sobre la aplicación.,https://edu.gcfglobal.org//es/skype/,Espanol,skype
¿Por qué usar Facebook?,1,Descubre porqué Facebook es la red social más grande del mundo.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿Cómo crear una cuenta o perfil en Facebook?,2,Aprende cómo crear una cuenta en Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Tus primeros pasos en Facebook,3,"Aquí encontrarás la descripción de los primeros pasos que darás en facebook. Sabrás cómo encontrar amigos, incluir información en el perfil y poner tu propia foto.",https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿Cómo entrar a tu cuenta o perfil de Facebook?,4,Encuentra una descripción detallada de los pasos que debes seguir para entrar o ingresar a tu cuenta de Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
La página de inicio de Facebook,5,En esta página aprenderás cómo está compuesta la página de inicio de Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Elige lo que quieres ver en la sección de noticias,6,En esta página verás los pasos que debes seguir para elegir lo que quieres ver y lo que no en tu sección de noticias.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Configurar preferencias de noticias en Facebook,7,Las preferencias de noticias te ayudan a controlar qué puedes ver en la página de inicio de esta red social.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Pasos para hacer una publicación,8,Aquí aprenderás cómo hacer una publicación con el compositor de Facebook,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Elige quién verá tus publicaciones,9,Aquí aprenderás cómo revelarte a tus amigos con quién estás y en donde.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
"Botones Me gusta, Comentar y Compartir",10,"En esta página aprenderás a usar los botones Me gusta, Comentar y Compartir en Facebook.",https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
La biografía y sus herramientas,11,En esta página verás cómo luce la biografía de las cuentas de Facebook y además verás un breve descripción de cada una de las partes.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Cómo agregar o cambiar la portada de Facebook,12,En esta página aprenderás qué es la portada de Facebook y cómo incluir una foto allí.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Agrega o cambia tu foto de perfil,13,En esta página aprenderás cómo agregar o cambiar la foto de perfil de tu cuenta de Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Actualizar información perfil Facebook,14,En esta página aprenderás cómo actualizar la información que has incluido previamente en Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿Qué es y para qué sirve el registro de actividad?,15,"Aquí aprenderás a manejar la herramienta Registro de actividad, útil para seguir paso a paso tus movimientos en Facebook.",https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿Cómo cambiar el nombre principal y de usuario en Facebook?,16,"Aprende a cambiar tu nombre principal, que es por el cual los usuarios de Facebook te van a identificar, y tu nombre de usuario público, que es el mismo que la dirección de tu biografía. ",https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Seguridad e inicio de sesión y cambiar contraseña,17,"Conoce los pasos para aumentar la seguridad de tu cuenta de Facebook, configurar alertas de inicio de sesión y cambiar la contraseña en esta red social.",https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Consulta el resumen de tu actividad,18,En esta página consultarás cómo revisar el resumen de tus actividades en Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Accesos directos en tu sección de Favoritos,19,Esta página contiene la información que necesitas para aprovechar al máximo la sección Favoritos de Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Comparte un acontecimiento importante,20,"Esta página contienen los pasos que se deben seguir para hacer una publicación y también, los diferentes tipos de publicaciones que existen.",https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Oculta tu actividad reciente,21,En esta página encontrarás la información necesario para ocultar tu actividad reciente de Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Conoce tu página de amigos,22,En esta página encontrarás la información que necesitas acerca de la página de amigos en Facebook y verás lo que puedes hacer desde allí.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Edita y busca amigos en Facebook,23,En esta página sabrás cómo editar tu lista de amigos y cómo buscarlos también.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Clasificar a tus amigos en listas inteligentes,24,En esta página están los pasos que debes seguir para clasificar tu lista de amigos en facebook por categorías.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Elige los amigos que más te interesan,25,En esta página aprenderás a elegir los amigos que quieres ver en tu sección de noticias.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
"Destacar, eliminar o editar publicaciones",26,"Esta página aprenderás a destacar, eliminar o editar las publicaciones que tienes en tu biografía.",https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿Para qué sirve el selector de fecha?,27,En esta página verás qué es y para qué sirve el selector de fecha.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿Cómo subir fotos y usar la webcam?,28,Esta página contiene enn forma detallada los pasos que se deben seguir para subir fotos y crear álbumes.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Crear álbum de fotos,29,En esta página verás los pasos que debes seguir para hacer un álbum de fotos en Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿Cómo chatear con tus amigos en Facebook?,30,En esta página verás los pasos que debes seguir para chatear con tus amigos en Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Crear un evento en Facebook,31,En esta página están los pasos que debes seguir para crear un evento en Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Crear un grupo en Facebook,32,En esta página está la descripción de los pasos a seguir para crear un grupo en Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Suscripciones,33,En esta página aprenderás cómo suscribirte a las páginas de Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿En dónde configuro la privacidad de mi cuenta?,34,"Aprende a modificar las herramientas de privacidad como elegir quién puede ver tus publicaciones o quién puede ponerse en contacto contigo.
",https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿Cómo usar el botón selector de público?,35,En esta página aprenderás qué es y cómo usar el selector de público para que puedas elegir quién ve qué en tus publicaciones de Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿Qué debes hacer si piratean tu cuenta de Facebook?,36,En esta página te mostrará los pasos que debes seguir en caso de que pirateen tu cuenta.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Consejos para mantener segura tu cuenta,37,En esta página encontrarás consejos para mantener segura tu cuenta,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Reportar o denunciar cuentas en Facebook,38,En esta página encontrarás los pasos que debes seguir para denunciar o reportar cuentas en Facebook,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Desactivar la cuenta,39,En esta página encontrarás la diferencia entre eliminar y desactiva la cuenta de Facebook y los pasos que debes seguir en cada uno de los casos.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿Cómo eliminar tu cuenta de Facebook?,40,En esta página aprenderás los pasos para eliminar la cuenta de Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿Cómo recuperar tu cuenta de Facebook?,41,Aprende cómo recuperar tu cuenta de Facebook en caso de olvidar la contraseña.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Descarga una copia de tu información,42,En esta página encontrarás los pasos que debes seguir para descargar una copia de seguridad de tu información en Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Conmemorar una cuenta,43,Esta página contiene la descripción de los pasos que debes seguir para conmemorar la cuenta de un usuario cuando éste fallece.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿Qué es el centro de aplicaciones?,44,En esta página encontrarás qué es el centro de aplicaciones y cómo usarlo.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿Cómo instalar las aplicaciones?,45,En esta página prenderás cómo instalar aplicaciones en facebook,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿Qué es una página de negocios? I,46,En esta ágina desubrirás qué es una página de negocios y lo que debes hacer para obtener una.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿Qué es una página de negocios? II,47,En esta ágina desubrirás qué es una página de negocios y lo que debes hacer para obtener una.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Configuración de biografía y etiquetado,48,Conoce cómo puedes configurar parámetros sobre las publicaciones donde te etiquetan y cómo hacer que aparezcan o no en tu biografía de Facebook.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Configurar el idioma en Facebook,49,La configuración de idioma te ayuda a cambiar el lenguaje  en que ves los botones y publicaciones en Facebook y a modificar las traducciones automáticas.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
Test Crea tu cuenta en Facebook ,50,Responde las siguientes preguntas sobre Facebook y descubre qué tanto sabes sobre la red social.,https://edu.gcfglobal.org//es/crear-cuenta-en-facebook/,Espanol,crear-cuenta-en-facebook
¿Cómo buscar a alguien en Instagram?,1,Aprende cómo buscar a alguien en Instagram de forma rápida y sencilla.,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
​¿Cómo seguir y dejar de seguir alguien en Instagram?,2,Aprende a seguir y dejar de seguir una cuenta en Instagram de forma rápida y sencilla. ,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
 ¿Cómo funciona el código QR en Instagram?,3,Aprende cómo generar el código QR de tu cuenta de Instagram y cómo seguir una cuenta de Instagram desde su código QR.,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Cómo interactuar en una publicación de Instagram?,4,Aprende a comentar y darle like o me gusta a las publicaciones de Instagram. ,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Qué es el DM de Instagram?,5,"Aprende cómo enviar textos, stickers, gifs, imágenes, fotos y publicaciones por los mensajes directos o DM de Instagram.",https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Cómo hacer publicaciones en el feed de Instagram?,6,"Conoce el paso a paso para publicar videos, fotos e imágenes en el feed de Instagram.",https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Cómo etiquetar publicaciones en Instagram?,7,Aprende cómo etiquetar a las personas en las publicaciones de Instagram.,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Cómo hacer un “en vivo” en Instagram?,8,"​¿Sabías que puedes interactuar con tus seguidores en tiempo real gracias a las transmisiones en vivo de Instagram? Sigue estos pasos y crea tu primer ""en vivo"" en esta aplicación:",https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Cómo crear Reels en Instagram?,9,Aprende qué son los Reels y cómo puedes crear uno para tu cuenta de Instagram.,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Qué es un IGTV de Instagram y cómo funciona?,10,Aprende qué es un IGTV y cómo puedes subir un video IGTV en Instagram.,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Cómo crear colecciones de publicaciones en Instagram?,11,​¿Quieres aprender a guardar de forma organizada las publicaciones que más te gustan en Instagram? Hoy te enseñamos cómo hacerlo:,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Cómo silenciar publicaciones en Instagram?,12,En esta página te enseñamos la manera de silenciar las publicaciones o historias de una cuenta en instagram sin dejar de seguirla.,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Qué son y para qué sirven las historias de Instagram?,13,¿Quieres conocer qué son las historias en Instagram y para qué sirven? Aprende con nosotros sobre esta función que tiene Instagram para ti:,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
"¿Cómo publicar textos, fotos y videos en las historias de Instagram?",14,"¿Quieres subir tu primer texto, foto o video a tus historias de Instagram? Aprende paso a paso cómo hacerlo. ¡Verás lo sencillo que es!

",https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
 ¿Cómo usar filtros en una historia de Instagram?,15,"¿Quieres saber cómo utilizar los filtros de Instagram? Aprende cómo hacerlo:
",https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
"¿Cómo añadir Gifs, encuestas y cuestionarios a una historia de Instagram?",16,"Conoce el paso a paso para agregar gifs, encuestas y cuestionarios en tus historias de Instagram.",https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
"Menciones, hashtags y ubicación en las historias de Instagram",17,"Conoce el paso a paso para agregar menciones, hashtags y tu ubicación en las historias de Instagram.",https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Cómo añadir música a las historias de Instagram?,18,¿Quieres añadir tu música favorita a tus historias en Instagram? Aprende paso a paso cómo hacerlo:,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Cómo compartir una publicación en una historia de Instagram?,19,Aprende a compartir una publicación en tus historias para que más personas puedan ver tu contenido. ,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Cómo agregar historias destacadas en Instagram?,20,Aprende cómo agregar historias destacadas en Instagram con estos sencillos pasos:,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
 ¿Cómo editar tu perfil de Instagram?,21,En esta página te mostraremos lo fácil que es editar tu perfil de Instagram.,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Cómo ajustar las notificaciones en Instagram? ,22,Conoce cómo configurar las notificaciones en Instagram y personalizar las alertas que recibes sobre los movimientos de tu perfil o de las cuentas a las que sigues.,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
Ajustes de privacidad en Instagram,23,​Conoce la mejor manera de mejorar la privacidad de tu cuenta de Instagram.,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Cómo borrar mi historial de búsqueda en Instagram?,24,"Aprende a borrar el historial de las búsquedas que has realizado a cuentas, tendencias o hasthags dentro de Instagram.",https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
 ¿Cómo agregar cuentas a Instagram?,25,Aprende a agregar cuentas a tu aplicación de Instagram para administrarlas desde un mismo dispositivo móvil.,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
Autenticación de dos pasos en Instagram,26,Conoce cómo activar la autenticación de dos pasos en tu cuenta de instagram.,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Cómo cambiar la contraseña en instagram?,27,Conoce cómo cambiar la contraseña de una cuenta de instagram.,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Cómo crear guías en Instagram?,28,"En esta página te enseñaremos a crear guías, para recomendar lugares, publicaciones y productos, en tu cuenta de Instagram.",https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
​¿Cómo reportar una publicación en Instagram?,29,Instagram te permite denunciar publicaciones que tengan contenido inapropiado. Aprende en esta página cómo se hace.,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Cómo bloquear usuarios de Instagram?,30,"La función ""bloquear cuenta"" de Instagram es muy útil para evitar que cuentas desconocidas te agreguen o revisen tu perfil. En esta página te mostraremos lo fácil que es bloquear una cuenta en esta aplicación.",https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
Test Cómo usar Instagram,31,Descubre qué tanto aprendiste sobre Instagram respondiendo las siguientes preguntas.,https://edu.gcfglobal.org//es/como-usar-instagram/,Espanol,como-usar-instagram
¿Qué es Twitter y para qué sirve?,1,Aprende qué es Twitter y para qué puedes utilizar esta red social.,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
Términos de Twitter,2,"Conoce los ​términos que más usan las personas dentro de Twitter​.
",https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
¿Cómo crear una cuenta en Twitter?,3,Si quieres ingresar a Twitter deberás aprender a crear una cuenta. Veamos cómo se hace:,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
¿Cómo configurar tu cuenta en Twitter?,4,Aprende a configurar tu cuenta en Twitter.,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
Cómo editar el perfil de Twitter,5,Crea tu propio estilo en tu perfil de Twitter y consigue más seguidores. Aquí te enseñamos cómo.,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
¿Cómo funciona la página de inicio de Twitter?,6,Conoce las partes o secciones de la página de inicio de Twitter y para qué sirve cada una de ellas.,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
"¿Qué son las búsquedas, tendencias y temas en Twitter?",7,"Aprende cuándo un tema es considerado como una tendencia, una búsqueda y un tema en esta red social.",https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
¿Cómo funcionan las notificaciones en Twitter?,8,Aprende a visualizar las interacciones que otros usuarios tienen con tu cuenta de Twitter.,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
¿Cómo enviar mensajes en Twitter?,9,"Si no quieres que cualquiera lea una conversación con otro usuario de Twitter, aprende a enviar un mensaje directo con nosotros.",https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
"¿Cómo tuitear y publicar un tuit con imágenes, videos y gifs?",10,"Aprende cómo crear un tuit y cómo añadir imágenes, videos, gifs y encuestas a un tuit.",https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
¿Cómo interactuar en Twitter?,11,Comparte las publicaciones de otros usuarios en tu cronología con la función retuit.,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
¿Cómo publicar menciones y respuestas a tuits?,12,Aprende a responder los tuits de otros usuarios o a mencionarlos en los tuyos en una cuenta de Twitter.,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
 ¿Cómo programar una publicación en Twitter?,13,Aprende cómo programar un tuit en la aplicación Twitter.,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
¿Cómo seguir una cuenta en Twitter?,14,Aprender a seguir a un usuario es muy útil si quieres estar al tanto de sus publicaciones. Sigue estos pasos para hacerlo en tu cuenta de Twitter.,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
Cuentas certificadas,15,Aprende a reconocer cuándo una cuenta es la oficial de la persona que deseas seguir en Twitter.,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
"Bloquear, silenciar y denunciar usuarios",16,"Aprende a bloquear, silenciar y denunciar a usuarios que no quieras tener en Twitter.",https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
¿Cómo crear listas en Twitter? ,17,"Aprende cómo crear, editar y eliminar tus listas en Twitter para seguir las publicaciones de las cuentas que más te gustan. ",https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
¿Cómo guardar un tuit?,18,Aprende cómo guardar un tuit de Twitter utilizando la herramienta Elementos guardados para que puedas verlos las veces que desees.,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
Twitter en móviles,19,Conoce cómo funciona la aplicación en dispositivos iOs y Android.,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
Modo oscuro de Twitter en móviles,20,"Aprende cómo personalizar la interfaz de tu cuenta de Twitter en tu dispositivo móvil, cambiando el modo día u oscuro para mayor descanso visual.",https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
¿Cómo publicar e interactuar en Twitter desde el celular?,21,Aprende cómo publicar e interactuar en Twitter desde el celular.,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
"¿Cómo añadir fotos, videos, ​gifs y encuestas a un tuit desde el celular?",22,"Aprende cómo añadir fotos, videos, gifs, encuestas y tu ubicación a un tuit desde tu celular o dispositivo móvil. ",https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
¿Cómo tuitear con notas de voz?,23,Aprende cómo tuitear con notas de voz y enviar tuits con tu voz.,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
"¿Cómo tomar fotos, videos y transmitir en vivo en Twitter desde móviles?",24,"Captura momentos desde tu celular como fotos, videos o transmisiones en vivo y compártelos a través de esta red social.",https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
¿Cómo ver y crear momentos en Twitter?,25,Aprende cómo crear momentos en Twitter para agrupar tuits sobre un mismo tema y compartirlos.,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
Servicio de verificación de noticias falsas en Twitter,26,Aprende qué son y cómo reconocer las noticias falsas en Twitter. ,https://edu.gcfglobal.org//es/como-usar-twitter/,Espanol,como-usar-twitter
