Name,Duration,Pace,Language,Author,Code,Description,Category,Link
Selling Online,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN07,"How can I sell my products or services more effectively online?
Discover how selling online can improve your business’s ability to make a profit and learn how you can sell to your audience more effectively through the internet.
In this course, you will learn how to: 

Optimize sales and marketing strategies for your product or service.
Produce effective titles, descriptions, and photographs for your online product listings and advertisements.
Commit yourself to good service and make your business’s unique value your brand.
Sell online even if you don’t think you have what it takes to be a salesperson.
",Marketing,https://www.life-global.org//course/28-selling-online
Effective Business Websites,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN17,"How can I use my website to meet my business goals?
Learn the fundamentals of building a user-friendly website that enables you to attract new customers and retain existing ones.

In this course, you will learn how to:

Explore the benefits and functions of a business website.
Understand your customers and how they use a business website.
Use online web design software to create a business website.
Use website metrics to improve your business.

",Marketing,https://www.life-global.org//course/30-effective-business-websites
Customer Relationship Management,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN12,"How can a customer relationship management tool help me to build my business?
Learn how to use a customer relationship (CRM) tool to keep better track of your customers’ and potential customers’ information to enable you to build your business.

In this course, you will learn how to:

Set up a CRM tool for your business.
Use the CRM tool to track information that will help you build your business.
",Marketing,https://www.life-global.org//course/35-customer-relationship-management
The Art of Sales: Fundamentals of Selling,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN32,"How can I become a better salesperson?
Find out how to negotiate sales, handle customer objections, and use sales tools to become a better salesperson. 

In this course, you will learn how to:

Understand what sales are and how to be a more effective salesperson.
Understand your potential customers’ buying habits.
Create an elevator speech for your business.
Learn how to negotiate a sale and handle objections.
Learn how to use sales tools such as Google Analytics and social media
",Marketing,https://www.life-global.org//course/32-the-art-of-sales-fundamentals-of-selling
Marketing Benefits vs. Features,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN19,"How can I promote the benefits of my products or services effectively?
Learn how to create marketing materials to promote the advantages of your products or services to your target audience.

In this course, you will learn how to:

Understand the difference between benefits and features.
Use benefits and features to effectively promote your products and services to your target market.Create a flyer for your business using online templates.
",Marketing,https://www.life-global.org//course/31-marketing-benefits-vs.-features
Setting Prices,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN15,"How do I set prices for my products or services?
Explore how to use research to determine prices for your products and services and how to use word processing software to track the information you gather. 

In this course, you will learn how to:

Carry out research to determine prices for your products and services.Set prices for products and services.
Use word processing software to customize tables.
",Marketing,https://www.life-global.org//course/29-setting-prices
Unique Value Proposition,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN04,"How do I determine what makes my business unique?
Explore how you can differentiate your business from your competitors and how to craft your own unique value proposition.

In this course, you will learn how to:

Define what unique value proposition (UVP) means and how to create a UVP
Explain why UVPs are important to any business and how they can be applied
Understand key components of good UVPs
Assess the UVPs of competitor businesses
",Marketing,https://www.life-global.org//course/26-unique-value-proposition
Social Media Marketing,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN02,"How can I use social media marketing to build my business?
Explore a range of different social media marketing platforms and learn how to create a social media advertisement that will reach your target customers.

In this course, you will learn how to:

Use different social media platforms to promote your business.
Create a Facebook advertisement targeted to your customers.

",Marketing,https://www.life-global.org//course/25-social-media-marketing
Inventory Management,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN20,"How much do I need to sell to make a profit?
Learn why inventory management is essential to your business and how to manage it to maximize your profit.

In this course, you will learn how to:

Choose the best method of inventory management for your business.
Use different technologies to manage your inventory. 
",Operations,https://www.life-global.org//course/37-inventory-management
Maximizing Capacity,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN05,"How can I maximize the volume of products and services I produce?
Learn how to maximize your business’s capacity to produce goods or services and explore how a spreadsheet can improve your understanding of how staff time is used in your business.

In this course, you will learn how to:

Determine how to judge your capacity.
Format a bespoke spreadsheet for your business.
",Operations,https://www.life-global.org//course/33-maximizing-capacity
IT for Business Success,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN24,"How do I assess what technology I should use in my business?Determine the types of technology solutions that best address your business goals and learn how different technologies directly and indirectly impact your business.

In this course, you will learn how to:

Determine the types of technology solutions that best address your business goals.
Decide the best way to implement a technology solution given the circumstances of your specific business.
",Operations,https://www.life-global.org//course/39-it-for-business-success
Energy Efficiency: Do More for Less,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN22,"How can I conserve energy in my business?
Find out how to assess and reduce energy use in your business to save money and protect the environment. 

In this course, you will learn how to:

Understand how to assess your energy use and how conserving energy saves your business money, preserves natural resources, and cuts back on pollution.
Use a spreadsheet to assess your business’s energy use and adjust your practices.
",Operations,https://www.life-global.org//course/38-energy-efficiency-do-more-for-less
Hiring Staff,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN13,"How do I hire the right people for my business?
Learn how to select the right candidate for a job and how to create a job application using word processing software. 

In this course, you will learn how to:

Follow a structured procedure to hire an employee.
Use word processing software to create a job application.

",Operations,https://www.life-global.org//course/36-hiring-staff
Managing Contact Information,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN08,"How can I capture the right types of information about my customers and other contacts?
Explore ways to gather and access key information about your customers, potential customers, suppliers, and other contacts.

In this course, you will learn how to:

Record important information about your business contacts.
Create new contacts in a contact management system.
Search for contacts in a contact management system.
",Operations,https://www.life-global.org//course/34-managing-contact-information
المحاضرات الفعّالة,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR10,"كيف يمكنني إنشاء عروض شرائح فعالة؟
تعلم كيفية تطوير وممارسة وتقديم عرض تقديمي مُقنِع يعبّر عن رسالتك بوضوح ويستهدف جمهورًا محددًا.
ستتعلّم في هذه الدورة كيفية:

تحديد المعلومات الموجودة في العرض التقديمي الأكثر صلة بجمهور معين.
إنشاء عروض شرائح فعالة ومصممة بشكل جيد لتقديمها عن بُعد أو شخصيًا.
تطوير أفضل الممارسات للخطابة العامة وتقديم عرض تقديمي.

",الاتصالات,https://www.life-global.org/ar/ar/course/213-%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D8%B6%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%81%D8%B9%D9%91%D8%A7%D9%84%D8%A9
البريد الإلكتروني للعمل,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR11,"كيف يمكنني استخدام البريد الإلكتروني في عملي على نحو فعّال؟
تعرف على كيفية إنشاء رسائل بريد إلكتروني مهنية للتواصل الفعال مع عملائك وشركائك.

في هذه الدورة، ستتعلم كيفية:

التعرف على ما يجب فعله وما لا يجب فعله في البريد الإلكتروني للعمل.
توجيه رسالة بريد إلكتروني.
إضافة مُرفق إلى رسالة بريد إلكتروني.
إنشاء توقيع بريد إلكتروني.
",الاتصالات,https://www.life-global.org/ar/ar/course/212-%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%D8%AF-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D9%84%D8%B9%D9%85%D9%84
القيادة الفعّالة,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR23,"كيف يمكنني أن أصبح قائدًا أكثر تأثيرًا؟
تعلم متى وكيف تستخدم أساليب القيادة المختلفة لتصبح قائد أقوى وأكثر تأثيرًا في كل جوانب العمل.

في هذه الدورة، ستتعلم كيفية:

تقييم أي من مناهج القيادة هي الأنسب في المواقف المختلفة.
استخدام برامج الكمبيوتر المكتبي أو الهاتف النقال للتعاون والتواصل ككقائد بإنتاجية أكبر.
",الاتصالات,https://www.life-global.org/ar/ar/course/210-%D8%A7%D9%84%D9%82%D9%8A%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D9%81%D8%B9%D9%91%D8%A7%D9%84%D8%A9
عرض البيانات,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR14,"ما هي أكثر طريقة فعالة لعرض بيانات عملي؟
تعرف على طريقة استخدام برامج جداول البيانات لإنشاء المخططات لإيصال بيانات عملك بطريقة فعالة.

في هذه الدورة، ستتعلم كيفية:

فهم طريقة استخدام المخططات والرسومات المختلفة لمساعدة الأشخاص على تقدير عملك.
تحديد نوع المخطط الذي يجب استخدامه لعرض بياناتك على نحو فعّال.
استخدام برامج جداول البيانات لإنشاء مخططات ورسومات.
",الاتصالات,https://www.life-global.org/ar/ar/course/211-%D8%B9%D8%B1%D8%B6-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA
عمليات التواصل في العمل,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR26,"كيف يمكنني تحسين اتصالات الأعمال لدي؟
تعلم أهمية اتصالات الأعمال وطريقة إنشاء إطار عمل بسيط يمكن استخدامه لتحسين مهارات اتصالات الأعمال عندك.
 ستتعلم في هذه الدورة طريقة:

تحديد خصائص التواصل الفعال في مجال الأعمال.
تحديد عوامل النجاح الخاصة بالتواصل الفعال.
تشخيص وتحليل الجمهور المستهدف.
استخدام وسائل التواصل لتوصيل الرسائل على وجه فعال.
",الاتصالات,https://www.life-global.org/ar/ar/course/209-%D8%B9%D9%85%D9%84%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%88%D8%A7%D8%B5%D9%84-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D9%85%D9%84
لاقتصاد الدائري,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR33,"كيف يمكنني تصميم عملي للمساهمة في الاقتصاد الدائري؟
تعلّم أساسيات الاقتصاد الدائري ومبادئه الأساسية وفهم كيف يمكن أن يوفر مزيد من الفوائد والقيمة أكثر من نموذج العمل الخطي التقليدي.

في هذه الدورة، سوف:

تفهم سبب مدى أهمية الاقتصاد الدائري في عالم اليوم.
تتعلم المبادئ الأساسية للاقتصاد الدائري.
تفهم الطرق المختلفة التي يمكنك من خلالها دمج الاقتصاد الدائري في نموذج عملك.

وُضعت هذه الدورة في إطار الشراكة بين منظمة الأمم المتحدة للتنمية الصناعية (اليونيدو) وشركة HP Inc ومؤسسة HP Foundation، بدعم مالي من وكالة التنمية الدولية التابعة للولايات المتحدة (USAID)",المشاريع الناشئة / الابتكار,https://www.life-global.org/ar/ar/course/342-%D9%84%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%AF%D8%A7%D8%A6%D8%B1%D9%8A
تأسيس مشروع صغير,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR28,"كيف يمكنني تأسيس مشروع صغير؟
تعرّف على الخطوات التي يتعيّن عليك اتخاذها لتأسيس مشروع صغير وكيفية وضع خطة عمل تحدّد استراتيجية نمو فعّالة.

ستتعلّم في هذه الدورة كيفية:

إعداد My Business Plan، وهي أداة HP LIFE لمساعدتك في وضع خطة عمل.
تحليل المقاييس لقياس نجاح عملك.
",المشاريع الناشئة / الابتكار,https://www.life-global.org/ar/ar/course/224-%D8%AA%D8%A3%D8%B3%D9%8A%D8%B3-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%B5%D8%BA%D9%8A%D8%B1
ريادة الأعمال الاجتماعية ,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR21,"كيف يمكنني بناء شركة مستدامة هدفها التأثير لحل مشكلة ما في مجتمعي؟
اكتشف ماذا يُقصد بالمؤسسة الاجتماعية، وكيف تختلف عن الشركات التقليدية، وما الذي تحتاج إلى مراعاته لتأسيس واحدة بنجاح.

ستتعلم في هذه الدورة التدريبية كيفية:

تقييم ما إذا كانت فكرة مشروع اجتماعي ما فكرة مستدامة وما مدى أن تحدث تأثيرًا اجتماعيًا إيجابيًا.
تجنب الأخطاء الشائعة عند تأسيس مؤسسة اجتماعية.
استخدم أدوات ريادة الأعمال لفهم جمهورك والتحديات التي يواجهونها بشكل أفضل.
",المشاريع الناشئة / الابتكار,https://www.life-global.org/ar/ar/course/321-%D8%B1%D9%8A%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D8%A3%D8%B9%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%D9%8A%D8%A9-
محركات النمو,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR31,"ما هو محرك النمو وكيف يمكنني استخدامه لزيادة نشاط عملي؟
اكتشف كيف يمكن لنظام محرك النمو مساعدتك على نمو عملك وتحويل الزوار المهتمين إلى مستخدمين متفاعلين وعملاء سعداء.

في هذه الدورة، ستتعلم كيفية:

تحديد الأجزاء الأساسية في محرك النمو.
وصف المكونات الفردية لكل جزء من محرك النمو.
سؤال الأسئلة الأساسية للتفكير في تجربة العملاء.
بناء محرك النمو لموقف جديد.
توليد الأفكار لمحرك النمو لعملك.
",المشاريع الناشئة / الابتكار,https://www.life-global.org/ar/ar/course/221-%D9%85%D8%AD%D8%B1%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D9%86%D9%85%D9%88
الطباعة ثلاثية الأبعاد,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,"HP LIFE & Youth for Technology Foundation
 (YTF)",HPL-AR29,"كيف يمكنني استخدام الطباعة ثلاثية الأبعاد لمساعدتي على تأسيس أو زيادة نشاط عملي؟
اكتشف كيف يمكنك استخدام الطابعات ثلاثية الأبعاد لصنع نماذج أولية ومنتجات تخص عملك.

في هذه الدورة، ستتعلم كيفية:

استخدام الطباعة ثلاثية الأبعاد لتصميم وصنع نموذج أولي وصناعة منتجات جديدة.
تطوير المهارات المطلوبة ومعرفة المصادر المتوفرة لك لاستخدام الطباعة ثلاثية الأبعاد بنجاح.
",المشاريع الناشئة / الابتكار,https://www.life-global.org/ar/ar/course/223-%D8%A7%D9%84%D8%B7%D8%A8%D8%A7%D8%B9%D8%A9-%D8%AB%D9%84%D8%A7%D8%AB%D9%8A%D8%A9-%D8%A7%D9%84%D8%A3%D8%A8%D8%B9%D8%A7%D8%AF
العقلية الناجحة,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR30,"كيف أطور عقلية ناجحة؟
اكتشف ما هي العقلية الناجحة، كيف يمكن تطويرها وكيف يمكن للعقلية الناجحة أن تساعدك على بناء المستقبل الناجح.

في هذه الدورة، ستتمكن من:

فهم ما يسعدك، وقيمك، اهتماماتك وأولوياتك.
خلق رؤية لمستقبلك، وتحديد أهداف شخصية/مهنية وإعداد خطة نجاح.
تعلم طريقة تنفيذ خطتك من خلال تطوير عادات إدارة العمل الجيد والحصول على أقصى استفادة من نقاط قوتك التي ستحقق لك النجاح.
",المشاريع الناشئة / الابتكار,https://www.life-global.org/ar/ar/course/222-%D8%A7%D9%84%D8%B9%D9%82%D9%84%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%A7%D8%AC%D8%AD%D8%A9
التفكير التصميمي,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR27,"كيف يمكنني استخدام التفكير التصميمي في عملي؟
تعلم المفاهيم الأساسية لاكتشاف وتحديد وتبين وتوليد واختبار الأفكار بغرض حل المشاكل الصعبة.

في هذه الدورة، ستتعلم كيفية:

تحديد المشكلة وإنشاء بيان مشكلة.
إجراء المقابلات الشخصية لمعرفة المزيد عن العملاء المحتملين وفهم مشكلتهم أو حاجتهم غير الملباة.
استكشاف المشكلة لتعميق فهمك.
توليد واختبار الحلول لحل المشكلة.
استخدام ردود الفعل لتكرار وتحسين الحل.
",المشاريع الناشئة / الابتكار,https://www.life-global.org/ar/ar/course/225-%D8%A7%D9%84%D8%AA%D9%81%D9%83%D9%8A%D8%B1-%D8%A7%D9%84%D8%AA%D8%B5%D9%85%D9%8A%D9%85%D9%8A
التخطيط الاستراتيجي,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR25,"كيف يمكنني اختيار الاستراتيجيات الصحيحة لنجاح عملي على المدى الطويل؟
تعلم كيفية استخدام التحليل الرباعي SWOT -  Strengths, Weaknesses, Opportunities, Threats لدراسة كلا من ""نقاط القوة"" و""نقاط الضعف"" و""الفرص"" و""المخاطر"" الخاصة بعملك لتحديد أفضل الاستراتيجيات لتحقيق أهداف العمل على المدى الطويل.

في هذه الدورة، ستتعلم كيفية:

الاستعانة بالتحليل الرباعي SWOT -  Strengths, Weaknesses, Opportunities, Threats لدراسة كلا من ""نقاط القوة"" و""نقاط الضعف"" و""الفرص"" و""المخاطر"" الخاصة بعملك لتحديد الاستراتيجيات الأكثر فعالية لنجاح عملك.
تبسيط العملية من خلال دمج معالجة النصوص ووثائق جداول البيانات.
",المشاريع الناشئة / الابتكار,https://www.life-global.org/ar/ar/course/226-%D8%A7%D9%84%D8%AA%D8%AE%D8%B7%D9%8A%D8%B7-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D8%AA%D9%8A%D8%AC%D9%8A
التدفق النقدي,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR16,"كيف سيساعد تتبع تدفقاتي النقدية عملي؟
اكتشف سبب أهمية التدفق النقدي لعملك وكيفية اتخاذ القرارات بناءً على الموارد المتاحة لك.

ستتعلّم في هذه الدورة التدريبية كيفية:

مراقبة وتتبع تدفقاتك النقدية.
اتخاذ القرارات المتعلقة بكيفية إدارة أموالك.
الانتقال إلى جدول بيانات لتتبع تدفقاتك النقدية.
",المالية,https://www.life-global.org/ar/ar/course/198-%D8%A7%D9%84%D8%AA%D8%AF%D9%81%D9%82-%D8%A7%D9%84%D9%86%D9%82%D8%AF%D9%8A
أساسيات التمويل,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR01,"ما الكمية التي يلزم بيعها لتحقيق ربح؟
تعرف على المفاهيم الأساسية الخاصة بتمويل الأعمال التي من شأنها مساعدتك في حساب النفقات والتعرف على موعد تحقيق الأرباح.

في هذه الدورة، ستتعلم كيفية:

تحديد أنواع النفقات.
حساب نقطة التعادل.
استخدام جداول البيانات لجعل الحسابات أكثر سهولة.

",المالية,https://www.life-global.org/ar/ar/course/201-%D8%A3%D8%B3%D8%A7%D8%B3%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%85%D9%88%D9%8A%D9%84
الأرباح والخسائر,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR03,"كيف أحلل الأرباح والخسائر في شركتي؟
تعلم ما هو بيان الأرباح والخسائر، كيف يتم إعداده وأهميته لشركتك.

في هذه الدورة، ستتمكن من:

فهم أساسيات بيان الأرباح والخسائر.
اكتشاف العلاقة بين التكاليف والإيرادات وبين الأرباح والخسائر.
تحليل بيان الأرباح والخسائر.
",المالية,https://www.life-global.org/ar/ar/course/200-%D8%A7%D9%84%D8%A3%D8%B1%D8%A8%D8%A7%D8%AD-%D9%88%D8%A7%D9%84%D8%AE%D8%B3%D8%A7%D8%A6%D8%B1
البحث عن التمويل,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR09,"كيف يمكنك البحث عن تمويل لإنشاء أو تنمية شركتك؟ 
ستكشف مصادر التمويل لشركتك. حدد المصادر الأفضل التي تتوافق مع احتياجاتك وتعرف على ما يجب مراعاته قبل التقدم بالطلب. استكشف كيفية البحث في الإنترنت للعثور على الممولين المحتملين.
سوف تتعلم في هذا الدورة كيفية:

تحديد مقدار المال الذي تحتاجه
 إدراك مدة احتياجك إلى المال
تحديد مصادر التمويل الأنسب لاحتياجات شركتك
زيادة فرص نجاحك في الحصول على التمويل
اجتناب المقرضين المجحفين

",المالية,https://www.life-global.org/ar/ar/course/199-%D8%A7%D9%84%D8%A8%D8%AD%D8%AB-%D8%B9%D9%86-%D8%A7%D9%84%D8%AA%D9%85%D9%88%D9%8A%D9%84
توقع المبيعات,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR18,"كيف يمكنني جمع المعلومات الهامة من أجل توقع المبيعات في شركتي؟
اكتشف أهمية توقع المبيعات في عملك وكيف يمكنك جمع المعلومات الهامة من أجل توقع المبيعات.

في هذه الدورة، ستتعلم كيفية:

جمع المعلومات لتوقع مبيعات الشركة.
استخدام برامج جداول البيانات لعمل جداول بيانات مفصلة لمتابعة توقع المبيعات.
",المالية,https://www.life-global.org/ar/ar/course/197-%D8%AA%D9%88%D9%82%D8%B9-%D8%A7%D9%84%D9%85%D8%A8%D9%8A%D8%B9%D8%A7%D8%AA
البداية: ما جمهورك المستهدف؟,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR06,"كيف أحدد جمهوري المستهدف؟
استكشف طرقًا لجمع المعلومات حول عملائك الحاليين والمحتملين وكيفية تركيز جهودك لتحقيق أقصى قدر من التأثير.

ستتعلّم في هذه الدورة كيفية:

صياغة الأسئلة لمعرفة المزيد عن عملائك.
إنشاء استبيان عبر الإنترنت أو شخصيًا لجمع معلومات عن عملائك.
جمع رؤى العملاء من خلال تسهيل مقابلة أو مجموعة تركيز.
",تسويق,https://www.life-global.org/ar/ar/course/206-%D8%A7%D9%84%D8%A8%D8%AF%D8%A7%D9%8A%D8%A9-%D9%85%D8%A7-%D8%AC%D9%85%D9%87%D9%88%D8%B1%D9%83-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%87%D8%AF%D9%81%D8%9F
البيع عبر الإنترنت,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR07,"كيف يمكن بيع منتجاتي أو خدماتي بفاعلية أكبر عبر الإنترنت؟
اكتشف كيف يمكن للبيع عبر الإنترنت تحسين قدرة أعمالك على تحقيق أرباح، وتعلّم كيف يُمكنك البيع لجمهورك بفاعلية أكثر من خلال الإنترنت.
ستتعلم في هذه الدورة التدريبية كيفية:

تحسين استراتيجيات البيع والتسويق لمنتجك أو خدمتك.
إعداد عناوين وأوصاف وصور فعّالة لقوائم منتجاتك وإعلاناتها عبر الإنترنت.
إلزام نفسك بتقديم خدمة جيدة وجعل القيمة الفريدة لأعمالك هي علامتك التجارية.
البيع عبر الإنترنت حتى إذا كنت لا تعتقد أن لديك ما يؤهلك لتكون مسؤول مبيعات.
",تسويق,https://www.life-global.org/ar/ar/course/205-%D8%A7%D9%84%D8%A8%D9%8A%D8%B9-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA
مواقع الويب الفعالة,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR17,"
كيف أطور موقعًا إلكترونيًا لمساعدتي على تحقيق أهداف عملي؟ 
تدعم الدورة التدريبية بعنوان المواقع الإلكترونية الفعالة للشركات أهداف عملك من خلال تعليمك أساسيات بناء موقع إلكتروني سهل الاستخدام يمنحك القدرة على جذب عملاء جدد والاحتفاظ بالعملاء الحاليين.

ستتعلم في هذه الدورة التدريبية كيفية: 

اكتشاف ميزات ووظائف الموقع الإلكتروني للشركة.
فهم عملائك وكيف يستخدمون الموقع الإلكتروني للشركة.
استخدام برامج تصميم الويب عبر الإنترنت لإنشاء موقع إلكتروني للشركة.
استخدام مقاييس الموقع الإلكتروني لتحسين عملك.

",تسويق,https://www.life-global.org/ar/ar/course/203-%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84%D9%88%D9%8A%D8%A8-%D8%A7%D9%84%D9%81%D8%B9%D8%A7%D9%84%D8%A9
علاقات العملاء,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR12,"كيف يمكن لأداة إدارة العلاقة مع العميل مساعدتي على تنمية عملي؟
تعلم كيف تستخدم أداة إدارة العلاقة مع العميل لتتبع بيانات العملاء الحاليين والعملاء المحتملين بطريقة أفضل لتمكينك من تنمية عملك.

في هذه الدورة، ستتمكن من:

إنشاء أداة إدارة العلاقة مع العميل خاصة بشركتك.
استخدام أداة إدارة العلاقة مع العميل لتتبع البيانات من شأنها مساعدتك على زيادة نمو عملك.
",تسويق,https://www.life-global.org/ar/ar/course/218-%D8%B9%D9%84%D8%A7%D9%82%D8%A7%D8%AA-%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%A1
أساسيات فن البيع,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR32,"كيف أصبح بائعًا أفضل؟
تتعلم كيف تتفاوض لإكمال عملية بيع، والتعامل مع اعتراضات العميل واستخدام أدوات البيع لتصبح بائعًا أفضل.

في هذه الدورة، ستتمكن من:

فهم ما هو البيع وكيف تصبح بائعا أفضل.
فهم عادات الشراء لدى عملائك المحتملين.
صياغة حديث المصعد الخاص بشركتك.
تعلم طريقة التفاوض لإتمام عملية بيع والتعامل مع الاعتراضات.
تعلم كيفية استخدام أدوات البيع مثل Google Analytics ووسائل التواصل الاجتماعي.
",تسويق,https://www.life-global.org/ar/ar/course/235-%D8%A3%D8%B3%D8%A7%D8%B3%D9%8A%D8%A7%D8%AA-%D9%81%D9%86-%D8%A7%D9%84%D8%A8%D9%8A%D8%B9
التسويق عبر شبكات التواصل الاجتماعي,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR02,"كيف يمكنني استخدام التسويق عبر شبكات التواصل الاجتماعي لإنماء عملي؟
تعرف على مجموعة من منصات التسويق عبر شبكات التواصل الاجتماعي وتعّرف على كيفية إنشاء إعلان عبر وسائل شبكات التواصل الاجتماعي من شأنه أن يصل إلى العملاء المستهدفين.

في هذه الدورة، ستتعلم كيفية:

استخدام التسويق عبر شبكات التواصل الاجتماعي للترويج لعملك.
كيفية إنشاء إعلان على فيسبوك يستهدف عملائك.
",تسويق,https://www.life-global.org/ar/ar/course/208-%D8%A7%D9%84%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%B4%D8%A8%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%88%D8%A7%D8%B5%D9%84-%D8%A7%D9%84%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%D9%8A
مقترح القيمة الفريدة,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR04,"كيف يُمكنني تحديد ما يجعل عملي فريدًا؟
استكشف كيف يُمكنك التفرقة بين عملك وعمل منافسيك وكيف يمكنك استخدام الإنترنت لعملية بحث.

في هذه الدورة، ستتعلم كيفية:

تقييم نقاط الضعف والقوة في عملك.
فحص نقاط الضعف والقوة في عمل منافسيك.
إجراء بحث فعّال على الإنترنت للحصول على معلومات عن عمل منافسيك.
",تسويق,https://www.life-global.org/ar/ar/course/207-%D9%85%D9%82%D8%AA%D8%B1%D8%AD-%D8%A7%D9%84%D9%82%D9%8A%D9%85%D8%A9-%D8%A7%D9%84%D9%81%D8%B1%D9%8A%D8%AF%D8%A9
