Type,Name,Course
 मॉड्यूल,साधन,प्रभावशाली व्यावसायिक वेबसाइटें
परिचय,कहानी मॉड्यूल ,ग्राहक संबंध प्रबंधन (सीआरएम)
 मॉड्यूल,व्यापार की अवधारणा,ग्राहक संबंध प्रबंधन (सीआरएम)
 मॉड्यूल,प्रौद्योगिकी कौशल,ग्राहक संबंध प्रबंधन (सीआरएम)
 मॉड्यूल, सर्वेक्षण,ग्राहक संबंध प्रबंधन (सीआरएम)
 मॉड्यूल,साधन,ग्राहक संबंध प्रबंधन (सीआरएम)
परिचय,कहानी मॉड्यूल ,सेल्स की कला : विक्रय के मूल सिद्धांत
 मॉड्यूल,व्यापार की अवधारणा,सेल्स की कला : विक्रय के मूल सिद्धांत
 मॉड्यूल,प्रौद्योगिकी कौशल,सेल्स की कला : विक्रय के मूल सिद्धांत
 मॉड्यूल, सर्वेक्षण,सेल्स की कला : विक्रय के मूल सिद्धांत
परिचय,कहानी मॉड्यूल ,सामाजिक माध्यम विपणन
 मॉड्यूल,व्यापार की अवधारणा,सामाजिक माध्यम विपणन
 मॉड्यूल,प्रौद्योगिकी कौशल,सामाजिक माध्यम विपणन
 मॉड्यूल, सर्वेक्षण,सामाजिक माध्यम विपणन
 मॉड्यूल,साधन,सामाजिक माध्यम विपणन
परिचय,कहानी मॉड्यूल ,क़ीमत निर्धारण
 मॉड्यूल,व्यापार की अवधारणा,क़ीमत निर्धारण
 मॉड्यूल,प्रौद्योगिकी कौशल,क़ीमत निर्धारण
 मॉड्यूल, सर्वेक्षण,क़ीमत निर्धारण
 मॉड्यूल,साधन,क़ीमत निर्धारण
परिचय,कहानी मॉड्यूल ,लाभों बनाम विशेषताओं का विपणन
 मॉड्यूल,व्यापार की अवधारणा,लाभों बनाम विशेषताओं का विपणन
 मॉड्यूल,प्रौद्योगिकी कौशल,लाभों बनाम विशेषताओं का विपणन
 मॉड्यूल, सर्वेक्षण,लाभों बनाम विशेषताओं का विपणन
 मॉड्यूल,साधन,लाभों बनाम विशेषताओं का विपणन
परिचय,कहानी मॉड्यूल ,कर्मियों को नियोजित करना
 मॉड्यूल,व्यापार की अवधारणा,कर्मियों को नियोजित करना
 मॉड्यूल,प्रौद्योगिकी कौशल,कर्मियों को नियोजित करना
 मॉड्यूल, सर्वेक्षण,कर्मियों को नियोजित करना
 मॉड्यूल,साधन,कर्मियों को नियोजित करना
परिचय,कहानी मॉड्यूल ,ऊर्जा कार्यक्षमता: कम में ज़्यादा करें
 मॉड्यूल,व्यापार की अवधारणा,ऊर्जा कार्यक्षमता: कम में ज़्यादा करें
 मॉड्यूल,प्रौद्योगिकी कौशल,ऊर्जा कार्यक्षमता: कम में ज़्यादा करें
 मॉड्यूल, सर्वेक्षण,ऊर्जा कार्यक्षमता: कम में ज़्यादा करें
 मॉड्यूल,साधन,ऊर्जा कार्यक्षमता: कम में ज़्यादा करें
परिचय,कहानी मॉड्यूल ,सामान-सूची प्रबंधन
 मॉड्यूल,व्यापार की अवधारणा,सामान-सूची प्रबंधन
 मॉड्यूल,प्रौद्योगिकी कौशल,सामान-सूची प्रबंधन
 मॉड्यूल, सर्वेक्षण,सामान-सूची प्रबंधन
 मॉड्यूल,साधन,सामान-सूची प्रबंधन
परिचय,कहानी मॉड्यूल ,व्यावसायिक सफलता के लिए आईटी
 मॉड्यूल,व्यापार की अवधारणा,व्यावसायिक सफलता के लिए आईटी
 मॉड्यूल,प्रौद्योगिकी कौशल,व्यावसायिक सफलता के लिए आईटी
 मॉड्यूल, सर्वेक्षण,व्यावसायिक सफलता के लिए आईटी
 मॉड्यूल,साधन,व्यावसायिक सफलता के लिए आईटी
Introdução,História,Apresentações Eficientes
Módulos,Conceito de negócios,Apresentações Eficientes
Módulos,Habilidades tecnológicas,Apresentações Eficientes
Módulos, Pesquisa,Apresentações Eficientes
Módulos,Recursos ,Apresentações Eficientes
Introdução,História,Liderança Eficaz
Módulos,Conceito de negócios,Liderança Eficaz
Módulos,Habilidades tecnológicas,Liderança Eficaz
Módulos, Pesquisa,Liderança Eficaz
Módulos,Recursos ,Liderança Eficaz
Introdução,História,Apresentação de Dados
Módulos,Conceito de negócios,Apresentação de Dados
Módulos,Habilidades tecnológicas,Apresentação de Dados
Módulos, Pesquisa,Apresentação de Dados
Módulos,Recursos ,Apresentação de Dados
Introdução,História,Comunicação de Negócios
Módulos,Conceito de negócios,Comunicação de Negócios
Módulos,Habilidades tecnológicas,Comunicação de Negócios
Módulos, Pesquisa,Comunicação de Negócios
Módulos,Recursos ,Comunicação de Negócios
Introdução,História,E-mail Comercial
Módulos,Conceito de negócios,E-mail Comercial
Módulos,Habilidades tecnológicas,E-mail Comercial
Módulos, Pesquisa,E-mail Comercial
Módulos,Recursos ,E-mail Comercial
Introdução,História,Economia Circular
Módulos,Conceito de negócios,Economia Circular
Módulos,Habilidades tecnológicas,Economia Circular
Módulos, Pesquisa,Economia Circular
Módulos,Recursos ,Economia Circular
Introdução,História,Como começar uma Pequena Empresa
Módulos,Conceito de negócios,Como começar uma Pequena Empresa
Módulos,Habilidades tecnológicas,Como começar uma Pequena Empresa
Módulos, Pesquisa,Como começar uma Pequena Empresa
Módulos,Recursos ,Como começar uma Pequena Empresa
Introdução,História,Empreendedorismo Social
Módulos,Conceito de negócios,Empreendedorismo Social
Módulos,Estudos de caso,Empreendedorismo Social
Módulos,Habilidades tecnológicas,Empreendedorismo Social
Módulos, Pesquisa,Empreendedorismo Social
Introdução,História,Mecanismos de Crescimento
Módulos,Conceito de negócios,Mecanismos de Crescimento
Módulos,Habilidades tecnológicas,Mecanismos de Crescimento
Módulos, Pesquisa,Mecanismos de Crescimento
Módulos,Recursos ,Mecanismos de Crescimento
Introdução,História,Impressão 3D
Módulos,Conceito de negócios,Impressão 3D
Módulos,Habilidades tecnológicas,Impressão 3D
Módulos, Pesquisa,Impressão 3D
Módulos,Recursos ,Impressão 3D
Introdução,História,Mentalidade de Sucesso
Módulos,Conceito de negócios,Mentalidade de Sucesso
Módulos,Habilidades tecnológicas,Mentalidade de Sucesso
Módulos, Pesquisa,Mentalidade de Sucesso
Módulos,Recursos ,Mentalidade de Sucesso
Introdução,História,Design Thinking
Módulos,Conceito de negócios,Design Thinking
Módulos,Habilidades tecnológicas,Design Thinking
Módulos, Pesquisa,Design Thinking
Módulos,Recursos ,Design Thinking
Introdução,História,Planejamento Estratégico
Módulos,Conceito de negócios,Planejamento Estratégico
Módulos,Habilidades tecnológicas,Planejamento Estratégico
Módulos, Pesquisa,Planejamento Estratégico
Módulos,Recursos ,Planejamento Estratégico
Introdução,História,Fluxo de Caixa
Módulos,Conceito de negócios,Fluxo de Caixa
Módulos,Habilidades tecnológicas,Fluxo de Caixa
Módulos, Pesquisa,Fluxo de Caixa
Módulos,Recursos ,Fluxo de Caixa
Introdução,História,Princípios Básicos de Finanças
Módulos,Conceito de negócios,Princípios Básicos de Finanças
Módulos,Habilidades tecnológicas,Princípios Básicos de Finanças
Módulos, Pesquisa,Princípios Básicos de Finanças
Módulos,Recursos ,Princípios Básicos de Finanças
Introdução,História,Lucros e Prejuízos
Módulos,Conceito de negócios,Lucros e Prejuízos
Módulos,Habilidades tecnológicas,Lucros e Prejuízos
Módulos, Pesquisa,Lucros e Prejuízos
Módulos,Recursos ,Lucros e Prejuízos
Introdução,História,Obtenção de Financiamento
Módulos,Conceito de negócios,Obtenção de Financiamento
Módulos,Habilidades tecnológicas,Obtenção de Financiamento
Módulos, Pesquisa,Obtenção de Financiamento
Módulos,Recursos ,Obtenção de Financiamento
Introdução,História,Previsão de Vendas
Módulos,Conceito de negócios,Previsão de Vendas
Módulos,Habilidades tecnológicas,Previsão de Vendas
Módulos, Pesquisa,Previsão de Vendas
Módulos,Recursos ,Previsão de Vendas
Introdução,História,Proposta de Valor Exclusivo
Módulos,Conceito de negócios,Proposta de Valor Exclusivo
Módulos,Habilidades tecnológicas,Proposta de Valor Exclusivo
Módulos, Pesquisa,Proposta de Valor Exclusivo
Módulos,Recursos ,Proposta de Valor Exclusivo
Introdução,História,Seu Público-alvo
Módulos,Conceito de negócios,Seu Público-alvo
Módulos,Habilidades tecnológicas,Seu Público-alvo
Módulos, Pesquisa,Seu Público-alvo
Módulos,Recursos ,Seu Público-alvo
Introdução,História,Vendas On-line
Módulos,Conceito de negócios,Vendas On-line
Módulos,Habilidades tecnológicas,Vendas On-line
Módulos, Pesquisa,Vendas On-line
Módulos,Recursos ,Vendas On-line
Introdução,História,Sites de Negócios Eficazes
Módulos,Conceito de negócios,Sites de Negócios Eficazes
Módulos,Habilidades tecnológicas,Sites de Negócios Eficazes
Módulos, Pesquisa,Sites de Negócios Eficazes
Módulos,Recursos ,Sites de Negócios Eficazes
Introdução,História,Gestão de Relacionamento com Clientes (CRM)
Módulos,Conceito de negócios,Gestão de Relacionamento com Clientes (CRM)
Módulos,Habilidades tecnológicas,Gestão de Relacionamento com Clientes (CRM)
Módulos, Pesquisa,Gestão de Relacionamento com Clientes (CRM)
Módulos,Recursos ,Gestão de Relacionamento com Clientes (CRM)
Introdução,História,A Arte das Vendas: Fundamentos de Venda
Módulos,Conceito de negócios,A Arte das Vendas: Fundamentos de Venda
Módulos,Habilidades tecnológicas,A Arte das Vendas: Fundamentos de Venda
Módulos, Pesquisa,A Arte das Vendas: Fundamentos de Venda
Introdução,História,Definição de Preços
Módulos,Conceito de negócios,Definição de Preços
Módulos,Habilidades tecnológicas,Definição de Preços
Módulos, Pesquisa,Definição de Preços
Módulos,Recursos ,Definição de Preços
Introdução,História,Benefícios de Marketing versus Características
Módulos,Conceito de negócios,Benefícios de Marketing versus Características
Módulos,Habilidades tecnológicas,Benefícios de Marketing versus Características
Módulos, Pesquisa,Benefícios de Marketing versus Características
Módulos,Recursos ,Benefícios de Marketing versus Características
Introdução,História,Marketing em Mídias Sociais
Módulos,Conceito de negócios,Marketing em Mídias Sociais
Módulos,Habilidades tecnológicas,Marketing em Mídias Sociais
Módulos, Pesquisa,Marketing em Mídias Sociais
Módulos,Recursos ,Marketing em Mídias Sociais
Introdução,História,Contratação de Pessoal
Módulos,Conceito de negócios,Contratação de Pessoal
Módulos,Habilidades tecnológicas,Contratação de Pessoal
Módulos, Pesquisa,Contratação de Pessoal
Módulos,Recursos ,Contratação de Pessoal
Introdução,História,Eficiência Energética: Fazer Mais por Menos
Módulos,Conceito de negócios,Eficiência Energética: Fazer Mais por Menos
Módulos,Habilidades tecnológicas,Eficiência Energética: Fazer Mais por Menos
Módulos, Pesquisa,Eficiência Energética: Fazer Mais por Menos
Módulos,Recursos ,Eficiência Energética: Fazer Mais por Menos
Introdução,História,TI para o Sucesso nos Negócios
Módulos,Conceito de negócios,TI para o Sucesso nos Negócios
Módulos,Habilidades tecnológicas,TI para o Sucesso nos Negócios
Módulos, Pesquisa,TI para o Sucesso nos Negócios
Módulos,Recursos ,TI para o Sucesso nos Negócios
Introdução,História,Gestão de Estoque
Módulos,Conceito de negócios,Gestão de Estoque
Módulos,Habilidades tecnológicas,Gestão de Estoque
Módulos, Pesquisa,Gestão de Estoque
Módulos,Recursos ,Gestão de Estoque
Introducción,Historia,Presentaciones Efectivas
Módulos,Concepto empresarial,Presentaciones Efectivas
Módulos,Habilidades tecnológicas,Presentaciones Efectivas
Módulos, Encuesta,Presentaciones Efectivas
Módulos,Recursos,Presentaciones Efectivas
Introducción,Historia,Presentación de Datos
Módulos,Concepto empresarial,Presentación de Datos
Módulos,Habilidades tecnológicas,Presentación de Datos
Módulos, Encuesta,Presentación de Datos
Módulos,Recursos,Presentación de Datos
Introducción,Historia,Correo Electrónico Comercial
Módulos,Concepto empresarial,Correo Electrónico Comercial
Módulos,Habilidades tecnológicas,Correo Electrónico Comercial
Módulos, Encuesta,Correo Electrónico Comercial
Módulos,Recursos,Correo Electrónico Comercial
Introducción,Historia,Liderazgo Eficaz
Módulos,Concepto empresarial,Liderazgo Eficaz
Módulos,Habilidades tecnológicas,Liderazgo Eficaz
Módulos, Encuesta,Liderazgo Eficaz
Módulos,Recursos,Liderazgo Eficaz
Introducción,Historia,Comunicación Empresarial
Módulos,Concepto empresarial,Comunicación Empresarial
Módulos,Habilidades tecnológicas,Comunicación Empresarial
Módulos, Encuesta,Comunicación Empresarial
Módulos,Recursos,Comunicación Empresarial
Introducción,Historia,Economía Circular
Módulos,Concepto empresarial,Economía Circular
Módulos,Habilidades tecnológicas,Economía Circular
Módulos, Encuesta,Economía Circular
Módulos,Recursos,Economía Circular
Introducción,Historia,Empezar un Pequeño Negocio
Módulos,Concepto empresarial,Empezar un Pequeño Negocio
Módulos,Habilidades tecnológicas,Empezar un Pequeño Negocio
Módulos, Encuesta,Empezar un Pequeño Negocio
Módulos,Recursos,Empezar un Pequeño Negocio
Introducción,Historia,Emprendimiento Social
Módulos,Concepto empresarial,Emprendimiento Social
Módulos,Casos prácticos,Emprendimiento Social
Módulos,Habilidades tecnológicas,Emprendimiento Social
Módulos, Encuesta,Emprendimiento Social
Introducción,Historia,Motores de Crecimiento
Módulos,Concepto empresarial,Motores de Crecimiento
Módulos,Habilidades tecnológicas,Motores de Crecimiento
Módulos, Encuesta,Motores de Crecimiento
Módulos,Recursos,Motores de Crecimiento
Introducción,Historia,Impresión 3D
Módulos,Concepto empresarial,Impresión 3D
Módulos,Habilidades tecnológicas,Impresión 3D
Módulos, Encuesta,Impresión 3D
Módulos,Recursos,Impresión 3D
Introducción,Historia,Mentalidad Exitosa
Módulos,Concepto empresarial,Mentalidad Exitosa
Módulos,Habilidades tecnológicas,Mentalidad Exitosa
Módulos, Encuesta,Mentalidad Exitosa
Módulos,Recursos,Mentalidad Exitosa
Introducción,Historia,Pensamiento de Diseño
Módulos,Concepto empresarial,Pensamiento de Diseño
Módulos,Habilidades tecnológicas,Pensamiento de Diseño
Módulos, Encuesta,Pensamiento de Diseño
Módulos,Recursos,Pensamiento de Diseño
Introducción,Historia,Planificación Estratégica
Módulos,Concepto empresarial,Planificación Estratégica
Módulos,Habilidades tecnológicas,Planificación Estratégica
Módulos, Encuesta,Planificación Estratégica
Módulos,Recursos,Planificación Estratégica
Introducción,Historia,Flujo de Caja
Módulos,Concepto empresarial,Flujo de Caja
Módulos,Habilidades tecnológicas,Flujo de Caja
Módulos, Encuesta,Flujo de Caja
Módulos,Recursos,Flujo de Caja
Introducción,Historia,Aspectos Básicos de Finanzas
Módulos,Concepto empresarial,Aspectos Básicos de Finanzas
Módulos,Habilidades tecnológicas,Aspectos Básicos de Finanzas
Módulos, Encuesta,Aspectos Básicos de Finanzas
Módulos,Recursos,Aspectos Básicos de Finanzas
Introducción,Historia,Ganancias y Pérdidas
Módulos,Concepto empresarial,Ganancias y Pérdidas
Módulos,Habilidades tecnológicas,Ganancias y Pérdidas
Módulos, Encuesta,Ganancias y Pérdidas
Módulos,Recursos,Ganancias y Pérdidas
Introducción,Historia,Encontrar Financiamiento
Módulos,Concepto empresarial,Encontrar Financiamiento
Módulos,Habilidades tecnológicas,Encontrar Financiamiento
Módulos, Encuesta,Encontrar Financiamiento
Módulos,Recursos,Encontrar Financiamiento
Introducción,Historia,Pronósticos de Ventas
Módulos,Concepto empresarial,Pronósticos de Ventas
Módulos,Habilidades tecnológicas,Pronósticos de Ventas
Módulos, Encuesta,Pronósticos de Ventas
Módulos,Recursos,Pronósticos de Ventas
Introducción,Historia,Propuesta Única de Valor
Módulos,Concepto empresarial,Propuesta Única de Valor
Módulos,Habilidades tecnológicas,Propuesta Única de Valor
Módulos, Encuesta,Propuesta Única de Valor
Módulos,Recursos,Propuesta Única de Valor
Introducción,Historia,Su Público Objetivo
Módulos,Concepto empresarial,Su Público Objetivo
Módulos,Habilidades tecnológicas,Su Público Objetivo
Módulos, Encuesta,Su Público Objetivo
Módulos,Recursos,Su Público Objetivo
Introducción,Historia,Ventas en Línea
Módulos,Concepto empresarial,Ventas en Línea
Módulos,Habilidades tecnológicas,Ventas en Línea
Módulos, Encuesta,Ventas en Línea
Módulos,Recursos,Ventas en Línea
Introducción,Historia,Efectivos Sitios Web de Negocios
Módulos,Concepto empresarial,Efectivos Sitios Web de Negocios
Módulos,Habilidades tecnológicas,Efectivos Sitios Web de Negocios
Módulos, Encuesta,Efectivos Sitios Web de Negocios
Módulos,Recursos,Efectivos Sitios Web de Negocios
Introducción,Historia,Administración de la Relación con los Clientes (ARC)
Módulos,Concepto empresarial,Administración de la Relación con los Clientes (ARC)
Módulos,Habilidades tecnológicas,Administración de la Relación con los Clientes (ARC)
Módulos, Encuesta,Administración de la Relación con los Clientes (ARC)
Módulos,Recursos,Administración de la Relación con los Clientes (ARC)
Introducción,Historia,El Arte de las Ventas: Fundamentos de Ventas
Módulos,Concepto empresarial,El Arte de las Ventas: Fundamentos de Ventas
Módulos,Habilidades tecnológicas,El Arte de las Ventas: Fundamentos de Ventas
Módulos, Encuesta,El Arte de las Ventas: Fundamentos de Ventas
Introducción,Historia,Marketing de Medios Sociales
Módulos,Concepto empresarial,Marketing de Medios Sociales
Módulos,Habilidades tecnológicas,Marketing de Medios Sociales
Módulos, Encuesta,Marketing de Medios Sociales
Módulos,Recursos,Marketing de Medios Sociales
Introducción,Historia,Fijación de Precios
Módulos,Concepto empresarial,Fijación de Precios
Módulos,Habilidades tecnológicas,Fijación de Precios
Módulos, Encuesta,Fijación de Precios
Módulos,Recursos,Fijación de Precios
Introducción,Historia,Comparación Entre Beneficios de Marketing y Características
Módulos,Concepto empresarial,Comparación Entre Beneficios de Marketing y Características
Módulos,Habilidades tecnológicas,Comparación Entre Beneficios de Marketing y Características
Módulos, Encuesta,Comparación Entre Beneficios de Marketing y Características
Módulos,Recursos,Comparación Entre Beneficios de Marketing y Características
Introducción,Historia,Tecnología de la Información para el Éxito en los Negocios
Módulos,Concepto empresarial,Tecnología de la Información para el Éxito en los Negocios
Módulos,Habilidades tecnológicas,Tecnología de la Información para el Éxito en los Negocios
Módulos, Encuesta,Tecnología de la Información para el Éxito en los Negocios
Módulos,Recursos,Tecnología de la Información para el Éxito en los Negocios
Introducción,Historia,Eficiencia de la Energía: hacer más con menos
Módulos,Concepto empresarial,Eficiencia de la Energía: hacer más con menos
Módulos,Habilidades tecnológicas,Eficiencia de la Energía: hacer más con menos
Módulos, Encuesta,Eficiencia de la Energía: hacer más con menos
Módulos,Recursos,Eficiencia de la Energía: hacer más con menos
Introducción,Historia,Contratación de Personal
Módulos,Concepto empresarial,Contratación de Personal
Módulos,Habilidades tecnológicas,Contratación de Personal
Módulos, Encuesta,Contratación de Personal
Módulos,Recursos,Contratación de Personal
Introducción,Historia,Administración del Inventario
Módulos,Concepto empresarial,Administración del Inventario
Módulos,Habilidades tecnológicas,Administración del Inventario
Módulos, Encuesta,Administración del Inventario
Módulos,Recursos,Administración del Inventario
介绍,故事,编制优秀的演示文稿
模块,业务构思,编制优秀的演示文稿
模块,技术技能,编制优秀的演示文稿
模块, 调查,编制优秀的演示文稿
模块,资源,编制优秀的演示文稿
介绍,故事,展示数据
模块,业务构思,展示数据
模块,技术技能,展示数据
模块, 调查,展示数据
模块,资源,展示数据
介绍,故事,有效领导力
模块,业务构思,有效领导力
模块,技术技能,有效领导力
模块, 调查,有效领导力
模块,资源,有效领导力
介绍,故事,商务沟通
模块,"业务构思
",商务沟通
模块,技术技能,商务沟通
模块, 调查,商务沟通
模块,资源,商务沟通
介绍,故事,商务电子邮件
模块,业务构思,商务电子邮件
模块,技术技能,商务电子邮件
模块, 调查,商务电子邮件
模块,资源,商务电子邮件
介绍,故事,循环经济
模块,业务构思,循环经济
模块,技术技能,循环经济
模块, 调查,循环经济
模块,资源,循环经济
介绍,故事,创办小企业
模块,业务构思,创办小企业
模块,技术技能,创办小企业
模块, 调查,创办小企业
模块,资源,创办小企业
介绍,故事,社会公益创业
模块,业务构思,社会公益创业
模块,案例研究,社会公益创业
模块,技术技能,社会公益创业
模块, 调查,社会公益创业
介绍,故事,增长引擎
模块,业务构思,增长引擎
模块,技术技能,增长引擎
模块, 调查,增长引擎
模块,资源,增长引擎
介绍,故事,3D 打印
模块,业务构思,3D 打印
模块,技术技能,3D 打印
模块, 调查,3D 打印
模块,资源,3D 打印
介绍,故事,成功心态
模块,业务构思,成功心态
模块,技术技能,成功心态
模块, 调查,成功心态
模块,资源,成功心态
介绍,故事,设计思路
模块,业务构思,设计思路
模块,技术技能,设计思路
模块, 调查,设计思路
模块,资源,设计思路
介绍,故事,战略规划
模块,业务构思,战略规划
模块,技术技能,战略规划
模块, 调查,战略规划
模块,资源,战略规划
介绍,故事,现金流
模块,业务构思,现金流
模块,技术技能,现金流
模块, 调查,现金流
模块,资源,现金流
介绍,故事,财务基础
模块,业务构思,财务基础
模块,技术技能,财务基础
模块, 调查,财务基础
模块,资源,财务基础
介绍,故事,利润与亏损
模块,业务构思,利润与亏损
模块,技术技能,利润与亏损
模块, 调查,利润与亏损
模块,资源,利润与亏损
介绍,故事,寻找资金
模块,业务构思,寻找资金
模块,技术技能,寻找资金
模块, 调查,寻找资金
模块,资源,寻找资金
介绍,故事,销售额预测
模块,业务构思,销售额预测
模块,技术技能,销售额预测
模块, 调查,销售额预测
模块,资源,销售额预测
介绍,故事,独特市场价值
模块,业务构思,独特市场价值
模块,技术技能,独特市场价值
模块, 调查,独特市场价值
模块,资源,独特市场价值
介绍,故事,你的目标受众
模块,业务构思,你的目标受众
模块,技术技能,你的目标受众
模块, 调查,你的目标受众
模块,资源,你的目标受众
介绍,故事,在线销售
模块,业务构思,在线销售
模块,技术技能,在线销售
模块, 调查,在线销售
模块,资源,在线销售
介绍,故事,有效的企业网站
模块,业务构思,有效的企业网站
模块,技术技能,有效的企业网站
模块, 调查,有效的企业网站
模块,资源,有效的企业网站
介绍,故事,客户关系管理(CRM)
模块,业务构思,客户关系管理(CRM)
模块,技术技能,客户关系管理(CRM)
模块, 调查,客户关系管理(CRM)
模块,资源,客户关系管理(CRM)
介绍,故事,销售的艺术：销售的基本要素
模块,业务构思,销售的艺术：销售的基本要素
模块,技术技能,销售的艺术：销售的基本要素
模块, 调查,销售的艺术：销售的基本要素
介绍,故事,优势与特色宣传
模块,业务构思,优势与特色宣传
模块,技术技能,优势与特色宣传
模块, 调查,优势与特色宣传
模块,资源,优势与特色宣传
介绍,故事,设定价格
模块,业务构思,设定价格
模块,技术技能,设定价格
模块, 调查,设定价格
模块,资源,设定价格
介绍,故事,合适的 IT 解决方案 
模块,业务构思,合适的 IT 解决方案 
模块,技术技能,合适的 IT 解决方案 
模块, 调查,合适的 IT 解决方案 
模块,资源,合适的 IT 解决方案 
介绍,故事,招聘员工
模块,业务构思,招聘员工
模块,技术技能,招聘员工
模块, 调查,招聘员工
模块,资源,招聘员工
介绍,故事,库存管理
模块,业务构思,库存管理
模块,技术技能,库存管理
模块, 调查,库存管理
模块,资源,库存管理
介绍,故事,节能：提升能源效益
模块,业务构思,节能：提升能源效益
模块,技术技能,节能：提升能源效益
模块, 调查,节能：提升能源效益
模块,资源,节能：提升能源效益
Pengantar,Cerita,Presentasi yang Efektif
Modul,Konsep Bisnis,Presentasi yang Efektif
Modul,Keahlian Teknis,Presentasi yang Efektif
Modul, Survei,Presentasi yang Efektif
Modul,Sumber Daya,Presentasi yang Efektif
Pengantar,Cerita,Email Bisnis
Modul,Konsep Bisnis,Email Bisnis
Modul,Keahlian Teknis,Email Bisnis
Modul, Survei,Email Bisnis
Modul,Sumber Daya,Email Bisnis
Pengantar,Cerita,Kepemimpinan yang Efektif
Modul,Konsep Bisnis,Kepemimpinan yang Efektif
Modul,Keahlian Teknis,Kepemimpinan yang Efektif
Modul, Survei,Kepemimpinan yang Efektif
Modul,Sumber Daya,Kepemimpinan yang Efektif
Pengantar,Cerita,Komunikasi Bisnis
Modul,Konsep Bisnis,Komunikasi Bisnis
Modul,Keahlian Teknis,Komunikasi Bisnis
Modul, Survei,Komunikasi Bisnis
Modul,Sumber Daya,Komunikasi Bisnis
Pengantar,Cerita,Menyajikan Data
Modul,Konsep Bisnis,Menyajikan Data
Modul,Keahlian Teknis,Menyajikan Data
Modul, Survei,Menyajikan Data
Modul,Sumber Daya,Menyajikan Data
Pengantar,Cerita,Ekonomi Melingkar
Modul,Konsep Bisnis,Ekonomi Melingkar
Modul,Keahlian Teknis,Ekonomi Melingkar
Modul, Survei,Ekonomi Melingkar
Modul,Sumber Daya,Ekonomi Melingkar
Pengantar,Cerita,Memulai Usaha Kecil
Modul,Konsep Bisnis,Memulai Usaha Kecil
Modul,Keahlian Teknis,Memulai Usaha Kecil
Modul, Survei,Memulai Usaha Kecil
Modul,Sumber Daya,Memulai Usaha Kecil
Pengantar,Cerita,Kewirausahaan Sosial
Modul,Konsep Bisnis,Kewirausahaan Sosial
Modul,Studi Kasus,Kewirausahaan Sosial
Modul,Keahlian Teknis,Kewirausahaan Sosial
Modul, Survei,Kewirausahaan Sosial
Pengantar,Cerita,Mesin Pertumbuhan untuk Bisnis Anda
Modul,Konsep Bisnis,Mesin Pertumbuhan untuk Bisnis Anda
Modul,Keahlian Teknis,Mesin Pertumbuhan untuk Bisnis Anda
Modul, Survei,Mesin Pertumbuhan untuk Bisnis Anda
Modul,Sumber Daya,Mesin Pertumbuhan untuk Bisnis Anda
Pengantar,Cerita,Perencanaan Strategis
Modul,Konsep Bisnis,Perencanaan Strategis
Modul,Keahlian Teknis,Perencanaan Strategis
Modul, Survei,Perencanaan Strategis
Modul,Sumber Daya,Perencanaan Strategis
Pengantar,Cerita,Pencetakan 3D
Modul,Konsep Bisnis,Pencetakan 3D
Modul,Keahlian Teknis,Pencetakan 3D
Modul, Survei,Pencetakan 3D
Modul,Sumber Daya,Pencetakan 3D
Pengantar,Cerita,Pola Pikir Sukses
Modul,Konsep Bisnis,Pola Pikir Sukses
Modul,Keahlian Teknis,Pola Pikir Sukses
Modul, Survei,Pola Pikir Sukses
Modul,Sumber Daya,Pola Pikir Sukses
Pengantar,Cerita,Pemikiran Desain
Modul,Konsep Bisnis,Pemikiran Desain
Modul,Keahlian Teknis,Pemikiran Desain
Modul, Survei,Pemikiran Desain
Modul,Sumber Daya,Pemikiran Desain
Pengantar,Cerita,Arus Kas
Modul,Konsep Bisnis,Arus Kas
Modul,Keahlian Teknis,Arus Kas
Modul, Survei,Arus Kas
Modul,Sumber Daya,Arus Kas
Pengantar,Cerita,Dasar-dasar Keuangan
Modul,Konsep Bisnis,Dasar-dasar Keuangan
Modul,Keahlian Teknis,Dasar-dasar Keuangan
Modul, Survei,Dasar-dasar Keuangan
Modul,Sumber Daya,Dasar-dasar Keuangan
Pengantar,Cerita,Laba dan Rugi
Modul, Konsep Bisnis,Laba dan Rugi
Modul,Keahlian Teknis,Laba dan Rugi
Modul, Survei,Laba dan Rugi
Modul,Sumber Daya,Laba dan Rugi
Pengantar,Cerita,Perkiraan Penjualan
Modul,Konsep Bisnis,Perkiraan Penjualan
Modul,Keahlian Teknis,Perkiraan Penjualan
Modul, Survei,Perkiraan Penjualan
Modul,Sumber Daya,Perkiraan Penjualan
Pengantar,Cerita,Mencari Pendanaan
Modul,Konsep Bisnis,Mencari Pendanaan
Modul,Keahlian Teknis,Mencari Pendanaan
Modul, Survei,Mencari Pendanaan
Modul,Sumber Daya,Mencari Pendanaan
Pengantar,Cerita,Proposisi Nilai Unik
Modul, Konsep Bisnis,Proposisi Nilai Unik
Modul,Keahlian Teknis,Proposisi Nilai Unik
Modul, Survei,Proposisi Nilai Unik
Modul,Sumber Daya,Proposisi Nilai Unik
Pengantar,Cerita,Target Audiensi Anda
Modul,Konsep Bisnis,Target Audiensi Anda
Modul,Keahlian Teknis,Target Audiensi Anda
Modul, Survei,Target Audiensi Anda
Modul,Sumber Daya,Target Audiensi Anda
Pengantar,Cerita,Berjualan Online
Modul,Konsep Bisnis,Berjualan Online
