Name,Duration,Pace,Language,Author,Code,Description,Category,Link
التدفق النقدي,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR16,"كيف سيساعد تتبع تدفقاتي النقدية عملي؟
اكتشف سبب أهمية التدفق النقدي لعملك وكيفية اتخاذ القرارات بناءً على الموارد المتاحة لك.

ستتعلّم في هذه الدورة التدريبية كيفية:

مراقبة وتتبع تدفقاتك النقدية.
اتخاذ القرارات المتعلقة بكيفية إدارة أموالك.
الانتقال إلى جدول بيانات لتتبع تدفقاتك النقدية.
",المالية,https://www.life-global.org/ar/ar/course/198-%D8%A7%D9%84%D8%AA%D8%AF%D9%81%D9%82-%D8%A7%D9%84%D9%86%D9%82%D8%AF%D9%8A
أساسيات التمويل,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR01,"ما الكمية التي يلزم بيعها لتحقيق ربح؟
تعرف على المفاهيم الأساسية الخاصة بتمويل الأعمال التي من شأنها مساعدتك في حساب النفقات والتعرف على موعد تحقيق الأرباح.

في هذه الدورة، ستتعلم كيفية:

تحديد أنواع النفقات.
حساب نقطة التعادل.
استخدام جداول البيانات لجعل الحسابات أكثر سهولة.

",المالية,https://www.life-global.org/ar/ar/course/201-%D8%A3%D8%B3%D8%A7%D8%B3%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%85%D9%88%D9%8A%D9%84
الأرباح والخسائر,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR03,"كيف أحلل الأرباح والخسائر في شركتي؟
تعلم ما هو بيان الأرباح والخسائر، كيف يتم إعداده وأهميته لشركتك.

في هذه الدورة، ستتمكن من:

فهم أساسيات بيان الأرباح والخسائر.
اكتشاف العلاقة بين التكاليف والإيرادات وبين الأرباح والخسائر.
تحليل بيان الأرباح والخسائر.
",المالية,https://www.life-global.org/ar/ar/course/200-%D8%A7%D9%84%D8%A3%D8%B1%D8%A8%D8%A7%D8%AD-%D9%88%D8%A7%D9%84%D8%AE%D8%B3%D8%A7%D8%A6%D8%B1
البحث عن التمويل,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR09,"كيف يمكنك البحث عن تمويل لإنشاء أو تنمية شركتك؟ 
ستكشف مصادر التمويل لشركتك. حدد المصادر الأفضل التي تتوافق مع احتياجاتك وتعرف على ما يجب مراعاته قبل التقدم بالطلب. استكشف كيفية البحث في الإنترنت للعثور على الممولين المحتملين.
سوف تتعلم في هذا الدورة كيفية:

تحديد مقدار المال الذي تحتاجه
 إدراك مدة احتياجك إلى المال
تحديد مصادر التمويل الأنسب لاحتياجات شركتك
زيادة فرص نجاحك في الحصول على التمويل
اجتناب المقرضين المجحفين

",المالية,https://www.life-global.org/ar/ar/course/199-%D8%A7%D9%84%D8%A8%D8%AD%D8%AB-%D8%B9%D9%86-%D8%A7%D9%84%D8%AA%D9%85%D9%88%D9%8A%D9%84
توقع المبيعات,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR18,"كيف يمكنني جمع المعلومات الهامة من أجل توقع المبيعات في شركتي؟
اكتشف أهمية توقع المبيعات في عملك وكيف يمكنك جمع المعلومات الهامة من أجل توقع المبيعات.

في هذه الدورة، ستتعلم كيفية:

جمع المعلومات لتوقع مبيعات الشركة.
استخدام برامج جداول البيانات لعمل جداول بيانات مفصلة لمتابعة توقع المبيعات.
",المالية,https://www.life-global.org/ar/ar/course/197-%D8%AA%D9%88%D9%82%D8%B9-%D8%A7%D9%84%D9%85%D8%A8%D9%8A%D8%B9%D8%A7%D8%AA
مقترح القيمة الفريدة,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR04,"كيف يمكنني تحديد ما الذي يجعل عملي فريدًا من نوعه؟ 
استكشف كيف يمكنك تمييز شركتك عن منافسيك وكيفية صياغة عرضك للقيمة الفريدة.

ستتعلّم في هذه الدورة كيفية:

تحديد معنى عرض القيمة الفريدة (UVP) كيفية إنشاء عرض القيمة الفريدة
شرح سبب أهمية عروض القيمة الفريدة لأي شركة وكيف يمكن تطبيقها
أهم المكونات الرئيسية لعرض القيمة الفريدة الجيدة
تقييم عروض القيمة الفريدة من الشركات المنافسة
",تسويق,https://www.life-global.org/ar/ar/course/207-%D9%85%D9%82%D8%AA%D8%B1%D8%AD-%D8%A7%D9%84%D9%82%D9%8A%D9%85%D8%A9-%D8%A7%D9%84%D9%81%D8%B1%D9%8A%D8%AF%D8%A9
البداية: ما جمهورك المستهدف؟,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR06,"كيف أحدد جمهوري المستهدف؟
استكشف طرقًا لجمع المعلومات حول عملائك الحاليين والمحتملين وكيفية تركيز جهودك لتحقيق أقصى قدر من التأثير.

ستتعلّم في هذه الدورة كيفية:

صياغة الأسئلة لمعرفة المزيد عن عملائك.
إنشاء استبيان عبر الإنترنت أو شخصيًا لجمع معلومات عن عملائك.
جمع رؤى العملاء من خلال تسهيل مقابلة أو مجموعة تركيز.
",تسويق,https://www.life-global.org/ar/ar/course/206-%D8%A7%D9%84%D8%A8%D8%AF%D8%A7%D9%8A%D8%A9-%D9%85%D8%A7-%D8%AC%D9%85%D9%87%D9%88%D8%B1%D9%83-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%87%D8%AF%D9%81%D8%9F
البيع عبر الإنترنت,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR07,"كيف يمكن بيع منتجاتي أو خدماتي بفاعلية أكبر عبر الإنترنت؟
اكتشف كيف يمكن للبيع عبر الإنترنت تحسين قدرة أعمالك على تحقيق أرباح، وتعلّم كيف يُمكنك البيع لجمهورك بفاعلية أكثر من خلال الإنترنت.
ستتعلم في هذه الدورة التدريبية كيفية:

تحسين استراتيجيات البيع والتسويق لمنتجك أو خدمتك.
إعداد عناوين وأوصاف وصور فعّالة لقوائم منتجاتك وإعلاناتها عبر الإنترنت.
إلزام نفسك بتقديم خدمة جيدة وجعل القيمة الفريدة لأعمالك هي علامتك التجارية.
البيع عبر الإنترنت حتى إذا كنت لا تعتقد أن لديك ما يؤهلك لتكون مسؤول مبيعات.
",تسويق,https://www.life-global.org/ar/ar/course/205-%D8%A7%D9%84%D8%A8%D9%8A%D8%B9-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA
مواقع الويب الفعالة,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR17,"
كيف أطور موقعًا إلكترونيًا لمساعدتي على تحقيق أهداف عملي؟ 
تدعم الدورة التدريبية بعنوان المواقع الإلكترونية الفعالة للشركات أهداف عملك من خلال تعليمك أساسيات بناء موقع إلكتروني سهل الاستخدام يمنحك القدرة على جذب عملاء جدد والاحتفاظ بالعملاء الحاليين.

ستتعلم في هذه الدورة التدريبية كيفية: 

اكتشاف ميزات ووظائف الموقع الإلكتروني للشركة.
فهم عملائك وكيف يستخدمون الموقع الإلكتروني للشركة.
استخدام برامج تصميم الويب عبر الإنترنت لإنشاء موقع إلكتروني للشركة.
استخدام مقاييس الموقع الإلكتروني لتحسين عملك.

",تسويق,https://www.life-global.org/ar/ar/course/203-%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84%D9%88%D9%8A%D8%A8-%D8%A7%D9%84%D9%81%D8%B9%D8%A7%D9%84%D8%A9
علاقات العملاء,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR12,"كيف يمكن لأداة إدارة العلاقة مع العميل مساعدتي على تنمية عملي؟
تعلم كيف تستخدم أداة إدارة العلاقة مع العميل لتتبع بيانات العملاء الحاليين والعملاء المحتملين بطريقة أفضل لتمكينك من تنمية عملك.

في هذه الدورة، ستتمكن من:

إنشاء أداة إدارة العلاقة مع العميل خاصة بشركتك.
استخدام أداة إدارة العلاقة مع العميل لتتبع البيانات من شأنها مساعدتك على زيادة نمو عملك.
",تسويق,https://www.life-global.org/ar/ar/course/218-%D8%B9%D9%84%D8%A7%D9%82%D8%A7%D8%AA-%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%A1
أساسيات فن البيع,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR32,"كيف أصبح بائعًا أفضل؟
تتعلم كيف تتفاوض لإكمال عملية بيع، والتعامل مع اعتراضات العميل واستخدام أدوات البيع لتصبح بائعًا أفضل.

في هذه الدورة، ستتمكن من:

فهم ما هو البيع وكيف تصبح بائعا أفضل.
فهم عادات الشراء لدى عملائك المحتملين.
صياغة حديث المصعد الخاص بشركتك.
تعلم طريقة التفاوض لإتمام عملية بيع والتعامل مع الاعتراضات.
تعلم كيفية استخدام أدوات البيع مثل Google Analytics ووسائل التواصل الاجتماعي.
",تسويق,https://www.life-global.org/ar/ar/course/235-%D8%A3%D8%B3%D8%A7%D8%B3%D9%8A%D8%A7%D8%AA-%D9%81%D9%86-%D8%A7%D9%84%D8%A8%D9%8A%D8%B9
التسويق عبر شبكات التواصل الاجتماعي,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR02,"كيف يمكنني استخدام التسويق عبر شبكات التواصل الاجتماعي لإنماء عملي؟
تعرف على مجموعة من منصات التسويق عبر شبكات التواصل الاجتماعي وتعّرف على كيفية إنشاء إعلان عبر وسائل شبكات التواصل الاجتماعي من شأنه أن يصل إلى العملاء المستهدفين.

في هذه الدورة، ستتعلم كيفية:

استخدام التسويق عبر شبكات التواصل الاجتماعي للترويج لعملك.
كيفية إنشاء إعلان على فيسبوك يستهدف عملائك.
",تسويق,https://www.life-global.org/ar/ar/course/208-%D8%A7%D9%84%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%B4%D8%A8%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%88%D8%A7%D8%B5%D9%84-%D8%A7%D9%84%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%D9%8A
تحديد الأسعار,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR15,"كيف أحدد أسعار منتجاتي أو خدماتي؟
تعرف على البحث الذي ينبغي عليك إجراؤه لتحديد أسعار المنتجات والخدمات التي تقدمها وكيف تقوم بتخصيص جدول في برامج معالجة النصوص لمتابعة المعلومات التي تجمعها.

في هذه الدورة، ستتعلم كيفية:

عمل بحث لتحديد أسعار المنتجات والخدمات التي تقدمها.
وضع أسعار المنتجات والخدمات.
استخدام برامج معالجة النصوص لتخصيص جداول بطريقة مفصلة.
",تسويق,https://www.life-global.org/ar/ar/course/204-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AF-%D8%A7%D9%84%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1
مزايا التسويق مقارنةً بالخصائص,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR19,"كيف يمكنني الترويج لمزايا المنتجات أو الخدمات التي أقدمها على نحو فعال؟
تعرف على كيفية الترويج لمزايا المنتجات أو الخدمات التي توفرها على نحو فعّال لمساعدتك في زيادة المبيعات. 

في هذه الدورة، ستتعلم كيفية:

التفريق بين المزايا والخصائص.
استخدام المزايا والخصائص للترويج لمنتجاتك وخدماتك داخل السوق المستهدفة على نحو فعال.
استخدم القوالب عبر الإنترنت لإنشاء منشور لشركتك.
",تسويق,https://www.life-global.org/ar/ar/course/202-%D9%85%D8%B2%D8%A7%D9%8A%D8%A7-%D8%A7%D9%84%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D9%85%D9%82%D8%A7%D8%B1%D9%86%D8%A9%D9%8B-%D8%A8%D8%A7%D9%84%D8%AE%D8%B5%D8%A7%D8%A6%D8%B5
تعيين الموظفين,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR13,"كيف أوظف الأشخاص المناسبين لشركتي؟
تعرف على كيفية تعيين موظفين لشركتك وكيف يمكنك إنشاء طلب وظيفة باستخدام برامج معالجة النصوص على الحاسب.

في هذه الدورة، ستتمكن من:

اتباع إجراء منظم لتعيين موظف.
استخدام برامج معالجة النصوص لإنشاء طلب وظيفة.
",عمليات,https://www.life-global.org/ar/ar/course/217-%D8%AA%D8%B9%D9%8A%D9%8A%D9%86-%D8%A7%D9%84%D9%85%D9%88%D8%B8%D9%81%D9%8A%D9%86
كفاءة استخدام الطاقة: إنجاز أكثر بتكلفة أقل,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR22,"كيف أحافظ على الطاقة في شركتي؟
تعرّف على كيفية تقييم استخدام الطاقة وتقليلها داخل شركتك لتوفير المال وحماية البيئة.

في هذه الدورة، ستتمكن من:

فهم طريقة تقييم استخدام الطاقة الخاصة بك وكيف أن الحفاظ على الطاقة يوفر المال لشركتك، ويحافظ على الموارد الطبيعية، ويخفض من التلوث.
استخدام جدول بيانات لتقييم استخدام الطاقة داخل شركتك وتعديل الممارسات.
",عمليات,https://www.life-global.org/ar/ar/course/215-%D9%83%D9%81%D8%A7%D8%A1%D8%A9-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D9%84%D8%B7%D8%A7%D9%82%D8%A9-%D8%A5%D9%86%D8%AC%D8%A7%D8%B2-%D8%A3%D9%83%D8%AB%D8%B1-%D8%A8%D8%AA%D9%83%D9%84%D9%81%D8%A9-%D8%A3%D9%82%D9%84
إدارة المخزون,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR20,"ما هي الكمية التي أحتاج إلى بيعها لتحقيق ربح؟
تعرف على سبب أهمية إدارة المخزون للحفاظ على نجاح العمليات التجارية وزيادة أرباحك.

غي هذه الدورة، ستتمكن من:

اختيار أفضل طريقة لإدارة المخزون الخاص بمشروعك.
استخدام التقنيات المختلفة لإدارة المخزون الخاص بك.
",عمليات,https://www.life-global.org/ar/ar/course/216-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%85%D8%AE%D8%B2%D9%88%D9%86
تكنولوجيا المعلومات لنجاح الأعمال,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR24,"كيف أحدد وسائل التكنولوجيا التي يجب استخدامها في عملي؟
حدد الحلول التكنولوجية التي تلبي أهداف عملك بأفضل طريقة وتعلم كيف تؤثر وسائل التكنولوجيا المختلفة بطريقة مباشرة وغير مباشرة على عملك.

في هذه الدورة، ستتمكن من:

تحديد أنواع الحلول التقنية التي تلبي أهداف عملك بأفضل طريقة.
اختيار أفضل طريقة لتطبيق وسائل التكنولوجيا بناءً على ظروف عملك الخاص.
",عمليات,https://www.life-global.org/ar/ar/course/214-%D8%AA%D9%83%D9%86%D9%88%D9%84%D9%88%D8%AC%D9%8A%D8%A7-%D8%A7%D9%84%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA-%D9%84%D9%86%D8%AC%D8%A7%D8%AD-%D8%A7%D9%84%D8%A3%D8%B9%D9%85%D8%A7%D9%84
प्रभावशाली प्रस्तुतियाँ,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI10,"असरदार प्रभाव डालने वाला स्लाइड प्रेज़न्टेशन कैसे बनाया जाए?
सीखें कि अपने मैसेज को साफ़-साफ़ बताने वाला और किसी खास ऑडियंस को टार्गेट करने वाला असरदार प्रेज़न्टेशन कैसे तैयार किया जाए, कैसे इसकी प्रैक्टिस की जाए और कैसे इसे पेश किया जाए।

इस कोर्स में आप सीखेंगे :

किसी खास ऑडियंस के लिए प्रेज़न्टेशन में कौन-सी जानकारी सबसे ज़्यादा काम की है, यह तय करना।
कारगर और अच्छी तरह से डिज़ाइन किए गए स्लाइड प्रेज़न्टेशन बनाना, जिन्हें दूर से या मिलकर पेश किया जाए।
लोगों के सामने बोलने और प्रेज़न्टेशन देने के बेहतरीन तरीके अपनाना।

",संप्रेषण,https://www.life-global.org/hi/hi/course/170-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AD%E0%A4%BE%E0%A4%B5%E0%A4%B6%E0%A4%BE%E0%A4%B2%E0%A5%80-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%81%E0%A4%A4%E0%A4%BF%E0%A4%AF%E0%A4%BE%E0%A4%81
व्यावसायिक ईमेल,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI11,"मैं अपने व्यवसाय में ईमेल का उपयोग प्रभावशाली ढंग से कैसे कर सकता/सकती हूँ?
अपने ग्राहकों और आपूर्तिकर्ताओं से प्रभावी रूप से संचार करने के लिए पेशेवर और उचित व्यावसायिक ईमेल लिखना सीखें।

इस कोर्स में आप सीखेंगे: 

व्यावसायिक ईमेल - करने और न करने योग्य बिन्दुओं की पहचान कैसे करें
वईमेल का संबोधन कैसे करें
वईमेल में अटैचममेंट कैसे जोड़ें
वईमेल हस्ताक्षर को कैसे बनाएँ

",संप्रेषण,https://www.life-global.org/hi/hi/course/169-%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B5%E0%A4%B8%E0%A4%BE%E0%A4%AF%E0%A4%BF%E0%A4%95-%E0%A4%88%E0%A4%AE%E0%A5%87%E0%A4%B2
डेटा की प्रस्तुति,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI14,"मेरे व्यापार के डेटा को प्रस्तुत करने का सबसे प्रभावी तरीका क्या है?
स्प्रेडशीट सॉफ़्टवेयर का उपयोग करके ऐसे चार्ट बनाना सीखें जो आपके व्यापार के डेटा को प्रभावी रूप से प्रेषित करते हैं।

इस कोर्स में आप सीखेंगे:

विभिन्न चार्टों और ग्राफों का उपयोग कैसे करें ताकि लोगों को आपके व्यापार को समझने और उसका मूल्य समझने में मदद मिल सके
अपने डेटा को प्रभावशाली ढंग से प्रस्तुत करने लिए सही चार्ट प्रकार का निर्णय कैसे लें
चार्ट और ग्राफ़ बनाने के लिए स्प्रेडशीट सॉफ़्टवेयर का उपयोग कैसे करें

",संप्रेषण,https://www.life-global.org/hi/hi/course/168-%E0%A4%A1%E0%A5%87%E0%A4%9F%E0%A4%BE-%E0%A4%95%E0%A5%80-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%81%E0%A4%A4%E0%A4%BF
व्यावसायिक संचार,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI26,"मैं अपने व्यावसायिक संचार को बेहतर कैसे बना सकता/सकती हूँ?
व्यावसायिक संचार के महत्व और ऐसे सरल फ़्रेमवर्क के बारे में जानें जिसका उपयोग आप अपने व्यावसायिक संचार कौशलों को बेहतर बनाने के लिए कर सकते हैं।

इस कोर्स में आप सीखेंगे:

प्रभावी व्यावसायिक संचार की विशेषताओं की पहचान कैसे करें
प्रभावी संचार के लिए सफलता के कारकों की पहचान कैसे करें
लक्षित श्रोताओं की पहचान और उनका विश्लेषण कैसे करें
संदेशों को प्रभावी रूप से संचारित करने के लिए संचार माध्यमों का उपयोग कैसे करें

",संप्रेषण,https://www.life-global.org/hi/hi/course/166-%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B5%E0%A4%B8%E0%A4%BE%E0%A4%AF%E0%A4%BF%E0%A4%95-%E0%A4%B8%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%B0
प्रभावशाली नेतृत्व,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI23,"मैं एक अधिक प्रभावशाली नेता कैसे बन सकता/ सकती हूँ? 
यह समझें कि विभिन्न नेतृत्व पद्धतियों का उपयोग कब और कैसे करें ताकि आप एक व्यापार के सभी पहलुओं में एक सशक्त और अधिक प्रभावी नेता बन सकें।

इस कोर्स में आप सीखेंगे:

यह मूल्यांकन कैसे करें कि विभिन्न परिस्थितियों में नेतृत्व की कौन-सी पद्धति उचित है
एक नेता के रूप में अधिक उत्पादकता के साथ सहयोग करने और संप्रेषण करने के लिए डेस्कटॉप या मोबाइल सॉफ़्टवेयर का उपयोग कैसे करें

",संप्रेषण,https://www.life-global.org/hi/hi/course/167-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AD%E0%A4%BE%E0%A4%B5%E0%A4%B6%E0%A4%BE%E0%A4%B2%E0%A5%80-%E0%A4%A8%E0%A5%87%E0%A4%A4%E0%A5%83%E0%A4%A4%E0%A5%8D%E0%A4%B5
सर्कुलर इकोनॉमी,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI33,"मैं सर्कुलर इकोनॉमी में योगदान करने के लिए अपने व्यवसाय को किस तरह से डिजाइन कर सकता हूं?
किसी सर्कुलर इकोनॉमी के मूल सिद्धांतों और आधारभूत बिज़नेस मॉडल सिद्धांतों को जानें और समझें कि यह किस तरह से पारंपरिक रैखिक बिज़नेस मॉडल की तुलना में अधिक लाभ और अहमियत प्रदान कर सकता है।

इस कोर्स में, आप:

समझेंगे कि आज की दुनिया में सर्कुलर इकोनॉमी इतनी महत्वपूर्ण क्यों है।
सर्कुलर इकोनॉमी के मूल सिद्धांतों को जानेंगे।
उन अलग-अलग तरीकों को समझें जिनसे आप अपने व्यवसाय मॉडल में सर्कुलर इकोनॉमी को शामिल कर सकते हैं।

यह पाठ्यक्रम USAID और HP Foundation के द्वारा प्रदान वित्तीय सहायता के साथ UNIDO और HP LIFE के बीच की साझेदारी के तहत विकसित किया गया था।
",स्टार्टअप / नवाचार,https://www.life-global.org/hi/hi/course/340-%E0%A4%B8%E0%A4%B0%E0%A5%8D%E0%A4%95%E0%A5%81%E0%A4%B2%E0%A4%B0-%E0%A4%87%E0%A4%95%E0%A5%8B%E0%A4%A8%E0%A5%89%E0%A4%AE%E0%A5%80
एक छोटा व्यवसाय शुरू करना,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI28,"मैं एक छोटा व्यवसाय कैसे शुरू कर सकता हूँ?
जानें कि एक छोटा व्यवसाय शुरू करने के लिए आपको कौन से कदम उठाने की आवश्यकता है और एक व्यवसाय योजना कैसे बनाएँ जो विकास के लिए एक प्रभावी रणनीति निर्धारित करे।

इस पाठ्यक्रम में, आप सीखेंगे कि कैसे:

व्यवसाय शुरू करने के लिए उद्यमी सोच को इस्तेमाल करें।
आपका व्यवसाय प्ला न  सेट अप करने में एचपी लाइफ टूल आपकी व्यवसाय योजना बनाने में मदद करता है।
अपने व्यवसाय की सफलता को मापने के लिए मेट्रिक्स का विश्लेषण करें।

",स्टार्टअप / नवाचार,https://www.life-global.org/hi/hi/course/174-%E0%A4%8F%E0%A4%95-%E0%A4%9B%E0%A5%8B%E0%A4%9F%E0%A4%BE-%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%B5%E0%A4%B8%E0%A4%BE%E0%A4%AF-%E0%A4%B6%E0%A5%81%E0%A4%B0%E0%A5%82-%E0%A4%95%E0%A4%B0%E0%A4%A8%E0%A4%BE
सामाजिक उद्यमिता,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI21,"मैं अपने समुदाय में किसी समस्या को हल करने के लिए एक स्थायी, प्रभाव-चालित व्यवसाय कैसे बना सकता हूँ?
पता लगाएँ कि सामाजिक उद्यम क्या होता है, यह पारंपरिक व्यवसायों से कैसे अलग होता है और आपको इसे सफलतापूर्वक सेट अप करने के लिए किन चीज़ों के बारे में सोचना होगा।

यह कोर्स आपको सिखाएगा कि आप:

आकलन करें कि क्या सामाजिक उद्यम का विचार टिकाऊ होता है और वह सकारात्मक सामाजिक प्रभाव पैदा कर सकता है या नहीं।
सामाजिक उद्यम सेट अप करते समय सामान्य गलतियों से बचें।
अपने दर्शकों और उनके सामने आने वाली चुनौतियों को बेहतर ढंग से समझने के लिए उद्यमिता उपकरणों का उपयोग करें।
",स्टार्टअप / नवाचार,https://www.life-global.org/hi/hi/course/322-%E0%A4%B8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%9C%E0%A4%BF%E0%A4%95-%E0%A4%89%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%AE%E0%A4%BF%E0%A4%A4%E0%A4%BE
विकास इंजिन,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI31,"एक विकास इंजिन क्या है और मैं इसका उपयोग अपने व्यापार के विकास के लिए कैसे कर सकता/ सकती हूँ?
यह जानें कि एक विकास इंजिन प्रणाली आकृष्ट आगंतुकों को व्यस्त उपयोगकर्ताओं और प्रसन्न ग्राहकों में परिवर्तित करने में कैसे मदद कर सकती है

इस कोर्स में आप सीखेंगे:

विकास इंजिन के मुख्य भागों की पहचान कैसे करें
विकास इंजिन के प्रत्येक भाग के अलग-अलग घटकों का वर्णन कैसे करें
एक ग्राहक के अनुभव के बारे में सोचने के लिए प्रमुख प्रश्न कैसे पूछें
एक नई परिस्थिति के लिए विकास इंजिन का निर्माण कैसे करें
व्यक्तिगत व्यापार के लिए विकास इंजिन बनाने के लिए विचार उत्पन्न कैसे करें

",स्टार्टअप / नवाचार,https://www.life-global.org/hi/hi/course/171-%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B8-%E0%A4%87%E0%A4%82%E0%A4%9C%E0%A4%BF%E0%A4%A8
3D प्रिंटिंग,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,"HP LIFE & Youth for Technology Foundation
 (YTF)",HPL-HI29,"मैं अपने बिज़नेस लक्ष्य हासिल करने में मदद करने वाली वेबसाइट कैसे तैयार करूँ?
कारगर बिज़नेस वेबसाइटें कोर्स आपको उपयोगकर्ताओं को रास आने वाली, नए ग्राहकों को लुभाने वाली और मौजूदा ग्राहकों को कायम रखने वाली वेबसाइट बनाने का तरीका सिखाकर आपके बिज़नेस लक्ष्य हासिल करने में आपकी मदद करता है। 

यह कोर्स आपको सिखाएगा कि आप:

बिज़नेस वेबसाइट के फ़ायदों और उसके काम करने के पहलुओं को कैसे समझ सकते हैं।
अपने ग्राहकों को समझने के साथ-साथ यह कैसे समझ सकते हैं कि वे बिज़नेस वेबसाइट का इस्तेमाल कैसे करते हैं।
बिज़नेस वेबसाइट तैयार करने के लिए ऑनलाइन वेब डिज़ाइन सॉफ़्टवेयर का इस्तेमाल कैसे कर सकते हैं।
अपने बिज़नेस को बेहतर बनाने के लिए वेबसाइट मीट्रिक का इस्तेमाल कैसे कर सकते हैं।

",स्टार्टअप / नवाचार,https://www.life-global.org/hi/hi/course/173-3d-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%82%E0%A4%9F%E0%A4%BF%E0%A4%82%E0%A4%97
